ref_date,user_source,msgid,title,int_page_read_user,int_page_read_count,ori_page_read_user,ori_page_read_count,share_user,share_count,add_to_fav_user,add_to_fav_count
2016/5/31,0,2247483651_1,做铜，你需要了解这些选矿方法！,1,1,0,0,0,0,0,0
2016/6/1,0,2247483651_1,做铜，你需要了解这些选矿方法！,23,25,0,0,3,5,0,0
2016/6/1,0,2247483667_1,【铜铅锌必读】5月下旬铜铅锌炼厂矿山调研报告,1132,1468,0,0,117,158,26,26
2016/6/1,0,2247483667_2,新能源或成铜主要应用领域 铜消费增长潜力巨大,6,7,0,0,1,1,0,0
2016/6/1,0,2247483667_3,2016.6.1有色金属价格行情,125,158,0,0,4,8,0,0
2016/6/2,0,2247483651_1,做铜，你需要了解这些选矿方法！,0,0,0,0,0,0,0,0
2016/6/2,0,2247483690_5,爱易矿你真的会用么？,29,37,0,0,1,3,0,0
2016/6/2,0,2247483690_4,铅产业链人士必读┃这些你知道么？,46,52,0,0,4,6,3,3
2016/6/2,0,2247483690_3,有色企业再受环保拖累,282,313,0,0,20,23,2,2
2016/6/2,0,2247483690_2,未来铜价将继续下降的3个理由,42,50,0,0,3,3,0,0
2016/6/2,0,2247483690_1,【重磅】矿业未来在哪里?全球再现并购潮,85,106,0,0,9,13,0,0
2016/6/2,0,2247483667_3,2016.6.1有色金属价格行情,36,40,0,0,1,1,0,0
2016/6/2,0,2247483667_2,新能源或成铜主要应用领域 铜消费增长潜力巨大,15,18,0,0,2,2,0,0
2016/6/2,0,2247483667_1,【铜铅锌必读】5月下旬铜铅锌炼厂矿山调研报告,913,1123,0,0,76,94,16,18
2016/6/2,0,2247483690_6,2016.6.2有色矿产及金属价格行情,20,24,0,0,0,0,0,0
2016/6/3,0,2247483651_1,做铜，你需要了解这些选矿方法！,0,0,0,0,0,0,0,0
2016/6/3,0,2247483714_4,【干货】一图掌握锌产业链必备知识！,74,91,0,0,12,17,6,6
2016/6/3,0,2247483714_3,两大依据告诉你铜市的未来在哪里,13,14,0,0,1,1,0,0
2016/6/3,0,2247483714_2,【收藏】2016年5月铝冶炼厂成本调研报告,6,10,0,0,1,1,0,0
2016/6/3,0,2247483714_1,【有色】2016年什么金属最值得投资？,93,115,0,0,11,19,0,0
2016/6/3,0,2247483690_6,2016.6.2有色矿产及金属价格行情,10,10,0,0,0,0,0,0
2016/6/3,0,2247483690_5,爱易矿你真的会用么？,9,9,0,0,0,0,0,0
2016/6/3,0,2247483690_4,铅产业链人士必读┃这些你知道么？,8,8,0,0,1,1,0,0
2016/6/3,0,2247483690_3,有色企业再受环保拖累,379,410,0,0,14,18,0,0
2016/6/3,0,2247483690_2,未来铜价将继续下降的3个理由,14,14,0,0,0,0,0,0
2016/6/3,0,2247483690_1,【重磅】矿业未来在哪里?全球再现并购潮,24,26,0,0,0,0,0,0
2016/6/3,0,2247483667_3,2016.6.1有色金属价格行情,4,4,0,0,0,0,0,0
2016/6/3,0,2247483667_2,新能源或成铜主要应用领域 铜消费增长潜力巨大,0,0,0,0,0,0,0,0
2016/6/3,0,2247483667_1,【铜铅锌必读】5月下旬铜铅锌炼厂矿山调研报告,84,104,0,0,6,6,0,0
2016/6/3,0,2247483714_5,【行情】2016.6.3有色矿产及金属价格行情,42,50,0,0,4,4,0,0
2016/6/4,0,2247483651_1,做铜，你需要了解这些选矿方法！,0,0,0,0,0,0,0,0
2016/6/4,0,2247483714_4,【干货】一图掌握锌产业链必备知识！,444,517,0,0,44,50,49,49
2016/6/4,0,2247483714_3,两大依据告诉你铜市的未来在哪里,9,9,0,0,0,0,0,0
2016/6/4,0,2247483714_2,【收藏】2016年5月铝冶炼厂成本调研报告,290,341,0,0,32,43,18,18
2016/6/4,0,2247483714_1,【有色】2016年什么金属最值得投资？,43,43,0,0,2,2,0,0
2016/6/4,0,2247483690_6,2016.6.2有色矿产及金属价格行情,2,2,0,0,0,0,0,0
2016/6/4,0,2247483690_5,爱易矿你真的会用么？,7,8,0,0,0,0,0,0
2016/6/4,0,2247483690_4,铅产业链人士必读┃这些你知道么？,8,8,0,0,0,0,0,0
2016/6/4,0,2247483690_3,有色企业再受环保拖累,13,13,0,0,0,0,0,0
2016/6/4,0,2247483690_2,未来铜价将继续下降的3个理由,4,4,0,0,0,0,0,0
2016/6/4,0,2247483690_1,【重磅】矿业未来在哪里?全球再现并购潮,3,3,0,0,0,0,0,0
2016/6/4,0,2247483667_3,2016.6.1有色金属价格行情,0,0,0,0,0,0,0,0
2016/6/4,0,2247483667_2,新能源或成铜主要应用领域 铜消费增长潜力巨大,1,1,0,0,0,0,0,0
2016/6/4,0,2247483667_1,【铜铅锌必读】5月下旬铜铅锌炼厂矿山调研报告,33,43,0,0,3,3,2,2
2016/6/4,0,2247483714_5,【行情】2016.6.3有色矿产及金属价格行情,34,38,0,0,0,0,0,0
2016/6/5,0,2247483651_1,做铜，你需要了解这些选矿方法！,0,0,0,0,0,0,0,0
2016/6/5,0,2247483725_3,铝产业链必看｜分分钟了解铝的这些事,150,178,0,0,16,20,7,7
2016/6/5,0,2247483725_2,5大常用有色金属6月价格预测！,189,214,0,0,12,14,1,1
2016/6/5,0,2247483725_1,【大买卖！】买货卖货必须看！,527,711,0,0,24,84,5,5
2016/6/5,0,2247483714_5,【行情】2016.6.3有色矿产及金属价格行情,15,18,0,0,0,0,0,0
2016/6/5,0,2247483714_4,【干货】一图掌握锌产业链必备知识！,199,223,0,0,18,19,8,9
2016/6/5,0,2247483714_3,两大依据告诉你铜市的未来在哪里,12,12,0,0,0,0,0,0
2016/6/5,0,2247483714_2,【收藏】2016年5月铝冶炼厂成本调研报告,210,245,0,0,19,26,9,10
2016/6/5,0,2247483714_1,【有色】2016年什么金属最值得投资？,47,54,0,0,3,3,0,0
2016/6/5,0,2247483690_6,2016.6.2有色矿产及金属价格行情,5,5,0,0,0,0,0,0
2016/6/5,0,2247483690_5,爱易矿你真的会用么？,4,4,0,0,1,1,0,0
2016/6/5,0,2247483690_4,铅产业链人士必读┃这些你知道么？,3,4,0,0,0,0,0,0
2016/6/5,0,2247483690_3,有色企业再受环保拖累,7,8,0,0,0,0,0,0
2016/6/5,0,2247483690_2,未来铜价将继续下降的3个理由,1,1,0,0,0,0,0,0
2016/6/5,0,2247483690_1,【重磅】矿业未来在哪里?全球再现并购潮,1,1,0,0,0,0,0,0
2016/6/5,0,2247483667_3,2016.6.1有色金属价格行情,2,2,0,0,0,0,0,0
2016/6/5,0,2247483667_2,新能源或成铜主要应用领域 铜消费增长潜力巨大,0,0,0,0,0,0,0,0
2016/6/5,0,2247483667_1,【铜铅锌必读】5月下旬铜铅锌炼厂矿山调研报告,21,24,0,0,2,5,0,0
2016/6/5,0,2247483725_4,【宏观】26万亿，银行业大危局,49,55,0,0,3,3,0,0
2016/6/6,0,2247483651_1,做铜，你需要了解这些选矿方法！,0,0,0,0,0,0,0,0
2016/6/6,0,2247483714_5,【行情】2016.6.3有色矿产及金属价格行情,4,5,0,0,0,0,0,0
2016/6/6,0,2247483725_1,【大买卖！】买货卖货必须看！,164,210,0,0,6,12,1,1
2016/6/6,0,2247483725_2,5大常用有色金属6月价格预测！,95,114,0,0,3,3,0,0
2016/6/6,0,2247483725_3,铝产业链必看｜分分钟了解铝的这些事,61,72,0,0,2,3,2,2
2016/6/6,0,2247483725_4,【宏观】26万亿，银行业大危局,67,74,0,0,3,3,0,0
2016/6/6,0,2247483735_1,银精矿加工贸易解禁对中国铅市场的影响,135,149,0,0,11,13,0,0
2016/6/6,0,2247483735_2,铜精矿加工费较好 铜供应整体充裕,79,94,0,0,9,9,0,0
2016/6/6,0,2247483735_3,【行业】刚果第一季度铜产量下滑20%,12,12,0,0,1,1,0,0
2016/6/6,0,2247483735_4,中国锌冶炼企业将首次下调产量，进一步抬高锌价,77,88,0,0,10,10,0,0
2016/6/6,0,2247483735_5,【必看】买货卖货看这里！,83,124,6,8,5,16,0,0
2016/6/6,0,2247483714_4,【干货】一图掌握锌产业链必备知识！,27,32,0,0,1,1,0,0
2016/6/6,0,2247483714_3,两大依据告诉你铜市的未来在哪里,0,0,0,0,0,0,0,0
2016/6/6,0,2247483714_2,【收藏】2016年5月铝冶炼厂成本调研报告,49,67,0,0,2,2,4,4
2016/6/6,0,2247483667_1,【铜铅锌必读】5月下旬铜铅锌炼厂矿山调研报告,16,17,0,0,0,0,1,1
2016/6/6,0,2247483667_2,新能源或成铜主要应用领域 铜消费增长潜力巨大,0,0,0,0,0,0,0,0
2016/6/6,0,2247483667_3,2016.6.1有色金属价格行情,2,7,0,0,0,0,0,0
2016/6/6,0,2247483690_1,【重磅】矿业未来在哪里?全球再现并购潮,2,2,0,0,0,0,0,0
2016/6/6,0,2247483690_2,未来铜价将继续下降的3个理由,1,1,0,0,0,0,0,0
2016/6/6,0,2247483690_3,有色企业再受环保拖累,3,4,0,0,0,0,0,0
2016/6/6,0,2247483690_4,铅产业链人士必读┃这些你知道么？,2,3,0,0,1,1,0,0
2016/6/6,0,2247483690_5,爱易矿你真的会用么？,6,6,0,0,0,0,0,0
2016/6/6,0,2247483690_6,2016.6.2有色矿产及金属价格行情,3,3,0,0,0,0,0,0
2016/6/6,0,2247483714_1,【有色】2016年什么金属最值得投资？,12,14,0,0,0,0,0,0
2016/6/6,0,2247483735_6,【行情】2016.6.6有色矿产及金属价格行情,114,132,0,0,6,6,0,0
2016/6/7,0,2247483667_1,【铜铅锌必读】5月下旬铜铅锌炼厂矿山调研报告,14,17,0,0,1,1,0,0
2016/6/7,0,2247483725_3,铝产业链必看｜分分钟了解铝的这些事,4,4,0,0,0,0,0,0
2016/6/7,0,2247483725_4,【宏观】26万亿，银行业大危局,1,1,0,0,0,0,0,0
2016/6/7,0,2247483735_1,银精矿加工贸易解禁对中国铅市场的影响,359,412,0,0,25,26,2,2
2016/6/7,0,2247483735_2,铜精矿加工费较好 铜供应整体充裕,57,63,0,0,4,5,1,1
2016/6/7,0,2247483735_3,【行业】刚果第一季度铜产量下滑20%,9,10,0,0,0,0,0,0
2016/6/7,0,2247483735_4,中国锌冶炼企业将首次下调产量，进一步抬高锌价,41,43,0,0,0,0,0,0
2016/6/7,0,2247483735_5,【必看】买货卖货看这里！,103,130,11,12,4,6,2,2
2016/6/7,0,2247483735_6,【行情】2016.6.6有色矿产及金属价格行情,53,61,0,0,1,1,1,1
2016/6/7,0,2247483750_1,【行业】紫金矿业以15.61亿元收购铜矿，目的为何？,99,106,0,0,5,6,0,0
2016/6/7,0,2247483750_2,【市场】“从价计征”7月推行 有色金属行业迎来新机遇,31,36,0,0,5,5,0,0
2016/6/7,0,2247483750_3,【行业】江铜2016年铜产量计划,30,30,0,0,1,1,0,0
2016/6/7,0,2247483750_4,【行业】铜业深度分析报告,110,118,0,0,14,14,2,2
2016/6/7,0,2247483750_5,【大买卖！】买货卖货看这里！,44,63,3,4,5,10,0,0
2016/6/7,0,2247483725_2,5大常用有色金属6月价格预测！,14,15,0,0,0,0,0,0
2016/6/7,0,2247483725_1,【大买卖！】买货卖货必须看！,77,90,0,0,4,5,1,1
2016/6/7,0,2247483667_2,新能源或成铜主要应用领域 铜消费增长潜力巨大,0,0,0,0,0,0,0,0
2016/6/7,0,2247483667_3,2016.6.1有色金属价格行情,1,1,0,0,0,0,0,0
2016/6/7,0,2247483690_1,【重磅】矿业未来在哪里?全球再现并购潮,1,1,0,0,0,0,0,0
2016/6/7,0,2247483690_2,未来铜价将继续下降的3个理由,0,0,0,0,0,0,0,0
2016/6/7,0,2247483690_3,有色企业再受环保拖累,3,3,0,0,0,0,0,0
2016/6/7,0,2247483690_4,铅产业链人士必读┃这些你知道么？,2,6,0,0,1,1,0,0
2016/6/7,0,2247483690_5,爱易矿你真的会用么？,1,1,0,0,0,0,0,0
2016/6/7,0,2247483690_6,2016.6.2有色矿产及金属价格行情,0,0,0,0,0,0,0,0
2016/6/7,0,2247483714_1,【有色】2016年什么金属最值得投资？,3,3,0,0,0,0,0,0
2016/6/7,0,2247483714_2,【收藏】2016年5月铝冶炼厂成本调研报告,10,10,0,0,0,0,1,1
2016/6/7,0,2247483714_3,两大依据告诉你铜市的未来在哪里,0,0,0,0,0,0,0,0
2016/6/7,0,2247483714_4,【干货】一图掌握锌产业链必备知识！,6,6,0,0,0,0,0,0
2016/6/7,0,2247483714_5,【行情】2016.6.3有色矿产及金属价格行情,1,1,0,0,0,0,0,0
2016/6/7,0,2247483750_6,【行情】2016.6.7有色矿产及金属价格行情,53,57,0,0,1,1,0,0
2016/6/8,0,2247483690_1,【重磅】矿业未来在哪里?全球再现并购潮,0,0,0,0,0,0,0,0
2016/6/8,0,2247483735_4,中国锌冶炼企业将首次下调产量，进一步抬高锌价,2,2,0,0,0,0,0,0
2016/6/8,0,2247483735_5,【必看】买货卖货看这里！,3,5,1,1,0,0,0,0
2016/6/8,0,2247483735_6,【行情】2016.6.6有色矿产及金属价格行情,0,0,0,0,0,0,0,0
2016/6/8,0,2247483750_1,【行业】紫金矿业以15.61亿元收购铜矿，目的为何？,46,54,0,0,2,2,1,1
2016/6/8,0,2247483750_2,【市场】“从价计征”7月推行 有色金属行业迎来新机遇,17,18,0,0,0,0,0,0
2016/6/8,0,2247483750_3,【行业】江铜2016年铜产量计划,13,14,0,0,0,0,0,0
2016/6/8,0,2247483750_4,【行业】铜业深度分析报告,52,60,0,0,3,3,0,0
2016/6/8,0,2247483750_5,【大买卖！】买货卖货看这里！,30,46,4,9,1,1,0,0
2016/6/8,0,2247483750_6,【行情】2016.6.7有色矿产及金属价格行情,19,23,0,0,0,0,0,0
2016/6/8,0,2247483760_1,中国铜出口激增重挫国际铜价,90,102,0,0,7,9,1,1
2016/6/8,0,2247483760_2,锌精矿全球减产进行时 供需格局改善可期,34,36,0,0,6,6,0,0
2016/6/8,0,2247483760_3,中国停止黄金储备的购买,34,40,0,0,3,3,0,0
2016/6/8,0,2247483760_4,罕见！张军、余永定、朱天、林毅夫、姚洋等九位经济学家集体对中国当下经济发言,134,157,0,0,10,14,1,1
2016/6/8,0,2247483760_5,想卖？想买？看这里！这里有最新的有色矿产供求信息,39,54,0,0,3,5,0,0
2016/6/8,0,2247483735_3,【行业】刚果第一季度铜产量下滑20%,1,1,0,0,0,0,0,0
2016/6/8,0,2247483735_2,铜精矿加工费较好 铜供应整体充裕,22,24,0,0,3,3,0,0
2016/6/8,0,2247483735_1,银精矿加工贸易解禁对中国铅市场的影响,224,270,0,0,15,17,1,1
2016/6/8,0,2247483690_2,未来铜价将继续下降的3个理由,0,0,0,0,0,0,0,0
2016/6/8,0,2247483690_3,有色企业再受环保拖累,0,0,0,0,0,0,0,0
2016/6/8,0,2247483690_4,铅产业链人士必读┃这些你知道么？,1,1,0,0,0,0,0,0
2016/6/8,0,2247483690_5,爱易矿你真的会用么？,1,1,0,0,0,0,0,0
2016/6/8,0,2247483690_6,2016.6.2有色矿产及金属价格行情,0,0,0,0,0,0,0,0
2016/6/8,0,2247483714_1,【有色】2016年什么金属最值得投资？,0,0,0,0,0,0,0,0
2016/6/8,0,2247483714_2,【收藏】2016年5月铝冶炼厂成本调研报告,9,13,0,0,0,0,0,0
2016/6/8,0,2247483714_3,两大依据告诉你铜市的未来在哪里,0,0,0,0,0,0,0,0
2016/6/8,0,2247483714_4,【干货】一图掌握锌产业链必备知识！,6,8,0,0,0,0,0,0
2016/6/8,0,2247483714_5,【行情】2016.6.3有色矿产及金属价格行情,1,1,0,0,0,0,0,0
2016/6/8,0,2247483725_1,【大买卖！】买货卖货必须看！,12,12,0,0,0,0,0,0
2016/6/8,0,2247483725_2,5大常用有色金属6月价格预测！,3,3,0,0,1,1,0,0
2016/6/8,0,2247483725_3,铝产业链必看｜分分钟了解铝的这些事,1,1,0,0,0,0,0,0
2016/6/8,0,2247483725_4,【宏观】26万亿，银行业大危局,1,1,0,0,0,0,0,0
2016/6/8,0,2247483760_6,【行情】2016.6.8有色矿产及金属价格行情,43,46,0,0,3,6,0,0
2016/6/9,0,2247483714_1,【有色】2016年什么金属最值得投资？,1,2,0,0,0,0,0,0
2016/6/9,0,2247483750_2,【市场】“从价计征”7月推行 有色金属行业迎来新机遇,0,0,0,0,0,0,0,0
2016/6/9,0,2247483750_3,【行业】江铜2016年铜产量计划,7,8,0,0,1,1,0,0
2016/6/9,0,2247483750_4,【行业】铜业深度分析报告,4,4,0,0,0,0,0,0
2016/6/9,0,2247483750_5,【大买卖！】买货卖货看这里！,3,4,1,1,0,0,0,0
2016/6/9,0,2247483750_6,【行情】2016.6.7有色矿产及金属价格行情,2,2,0,0,0,0,0,0
2016/6/9,0,2247483760_1,中国铜出口激增重挫国际铜价,28,29,0,0,1,1,0,0
2016/6/9,0,2247483760_2,锌精矿全球减产进行时 供需格局改善可期,16,16,0,0,1,1,0,0
2016/6/9,0,2247483760_3,中国停止黄金储备的购买,16,17,0,0,0,0,0,0
2016/6/9,0,2247483760_4,罕见！张军、余永定、朱天、林毅夫、姚洋等九位经济学家集体对中国当下经济发言,118,141,0,0,6,6,1,1
2016/6/9,0,2247483760_5,想卖？想买？看这里！这里有最新的有色矿产供求信息,29,37,0,0,0,0,0,0
2016/6/9,0,2247483760_6,【行情】2016.6.8有色矿产及金属价格行情,21,25,0,0,0,0,0,0
2016/6/9,0,2247483765_1,端午粽子剥开来，就是人生三大智慧,48,58,0,0,2,2,0,0
2016/6/9,0,2247483750_1,【行业】紫金矿业以15.61亿元收购铜矿，目的为何？,4,4,0,0,0,0,0,0
2016/6/9,0,2247483735_6,【行情】2016.6.6有色矿产及金属价格行情,2,2,0,0,0,0,0,0
2016/6/9,0,2247483735_5,【必看】买货卖货看这里！,4,4,0,0,0,0,0,0
2016/6/9,0,2247483714_2,【收藏】2016年5月铝冶炼厂成本调研报告,5,6,0,0,0,0,0,0
2016/6/9,0,2247483714_3,两大依据告诉你铜市的未来在哪里,0,0,0,0,0,0,0,0
2016/6/9,0,2247483714_4,【干货】一图掌握锌产业链必备知识！,1,1,0,0,0,0,0,0
2016/6/9,0,2247483714_5,【行情】2016.6.3有色矿产及金属价格行情,0,0,0,0,0,0,0,0
2016/6/9,0,2247483725_1,【大买卖！】买货卖货必须看！,6,6,0,0,0,0,0,0
2016/6/9,0,2247483725_2,5大常用有色金属6月价格预测！,2,2,0,0,0,0,0,0
2016/6/9,0,2247483725_3,铝产业链必看｜分分钟了解铝的这些事,5,6,0,0,1,2,0,0
2016/6/9,0,2247483725_4,【宏观】26万亿，银行业大危局,1,1,0,0,0,0,0,0
2016/6/9,0,2247483735_1,银精矿加工贸易解禁对中国铅市场的影响,22,23,0,0,1,1,0,0
2016/6/9,0,2247483735_2,铜精矿加工费较好 铜供应整体充裕,10,10,0,0,2,2,0,0
2016/6/9,0,2247483735_3,【行业】刚果第一季度铜产量下滑20%,1,1,0,0,0,0,0,0
2016/6/9,0,2247483735_4,中国锌冶炼企业将首次下调产量，进一步抬高锌价,0,0,0,0,0,0,0,0
2016/6/9,0,2247483765_2,采矿权减值巨亏 百威国际年度亏损达1.16亿,31,35,0,0,2,2,0,0
2016/6/10,0,2247483725_1,【大买卖！】买货卖货必须看！,3,5,0,0,0,0,0,0
2016/6/10,0,2247483750_5,【大买卖！】买货卖货看这里！,2,4,0,0,0,0,0,0
2016/6/10,0,2247483750_6,【行情】2016.6.7有色矿产及金属价格行情,1,1,0,0,0,0,0,0
2016/6/10,0,2247483760_1,中国铜出口激增重挫国际铜价,2,2,0,0,0,0,0,0
2016/6/10,0,2247483760_2,锌精矿全球减产进行时 供需格局改善可期,6,6,0,0,0,0,0,0
2016/6/10,0,2247483760_3,中国停止黄金储备的购买,2,2,0,0,0,0,0,0
2016/6/10,0,2247483760_4,罕见！张军、余永定、朱天、林毅夫、姚洋等九位经济学家集体对中国当下经济发言,91,108,0,0,2,3,1,1
2016/6/10,0,2247483760_5,想卖？想买？看这里！这里有最新的有色矿产供求信息,12,17,0,0,0,0,0,0
2016/6/10,0,2247483760_6,【行情】2016.6.8有色矿产及金属价格行情,15,16,0,0,0,0,0,0
2016/6/10,0,2247483765_1,端午粽子剥开来，就是人生三大智慧,2,2,0,0,0,0,0,0
2016/6/10,0,2247483765_2,采矿权减值巨亏 百威国际年度亏损达1.16亿,6,6,0,0,0,0,0,0
2016/6/10,0,2247483750_4,【行业】铜业深度分析报告,0,0,0,0,0,0,0,0
2016/6/10,0,2247483750_3,【行业】江铜2016年铜产量计划,1,1,0,0,0,0,0,0
2016/6/10,0,2247483750_2,【市场】“从价计征”7月推行 有色金属行业迎来新机遇,0,0,0,0,0,0,0,0
2016/6/10,0,2247483725_2,5大常用有色金属6月价格预测！,1,1,0,0,0,0,0,0
2016/6/10,0,2247483725_3,铝产业链必看｜分分钟了解铝的这些事,1,1,0,0,0,0,0,0
2016/6/10,0,2247483725_4,【宏观】26万亿，银行业大危局,1,1,0,0,0,0,0,0
2016/6/10,0,2247483735_1,银精矿加工贸易解禁对中国铅市场的影响,5,5,0,0,0,0,0,0
2016/6/10,0,2247483735_2,铜精矿加工费较好 铜供应整体充裕,1,1,0,0,0,0,0,0
2016/6/10,0,2247483735_3,【行业】刚果第一季度铜产量下滑20%,0,0,0,0,0,0,0,0
2016/6/10,0,2247483735_4,中国锌冶炼企业将首次下调产量，进一步抬高锌价,1,1,0,0,0,0,0,0
2016/6/10,0,2247483735_5,【必看】买货卖货看这里！,1,1,0,0,0,0,0,0
2016/6/10,0,2247483735_6,【行情】2016.6.6有色矿产及金属价格行情,1,1,0,0,0,0,0,0
2016/6/10,0,2247483750_1,【行业】紫金矿业以15.61亿元收购铜矿，目的为何？,1,1,0,0,0,0,0,0
2016/6/10,0,2247483768_1,《魔兽》票房蹭蹭蹭破2亿，爆火的背后最大赢家竟是ta...,78,85,0,0,4,4,0,0
2016/6/11,0,2247483725_1,【大买卖！】买货卖货必须看！,0,0,0,0,0,0,0,0
2016/6/11,0,2247483750_5,【大买卖！】买货卖货看这里！,3,3,0,0,0,0,0,0
2016/6/11,0,2247483750_6,【行情】2016.6.7有色矿产及金属价格行情,2,3,0,0,0,0,0,0
2016/6/11,0,2247483760_1,中国铜出口激增重挫国际铜价,3,3,0,0,0,0,0,0
2016/6/11,0,2247483760_2,锌精矿全球减产进行时 供需格局改善可期,2,2,0,0,0,0,0,0
2016/6/11,0,2247483760_3,中国停止黄金储备的购买,9,10,0,0,1,1,0,0
2016/6/11,0,2247483760_4,罕见！张军、余永定、朱天、林毅夫、姚洋等九位经济学家集体对中国当下经济发言,23,30,0,0,1,1,0,0
2016/6/11,0,2247483760_5,想卖？想买？看这里！这里有最新的有色矿产供求信息,6,8,0,0,0,0,0,0
2016/6/11,0,2247483760_6,【行情】2016.6.8有色矿产及金属价格行情,4,5,0,0,0,0,0,0
2016/6/11,0,2247483765_1,端午粽子剥开来，就是人生三大智慧,2,2,0,0,0,0,0,0
2016/6/11,0,2247483765_2,采矿权减值巨亏 百威国际年度亏损达1.16亿,3,3,0,0,0,0,0,0
2016/6/11,0,2247483768_1,《魔兽》票房蹭蹭蹭破2亿，爆火的背后最大赢家竟是ta...,65,68,0,0,2,3,1,1
2016/6/11,0,2247483750_4,【行业】铜业深度分析报告,0,0,0,0,0,0,0,0
2016/6/11,0,2247483750_3,【行业】江铜2016年铜产量计划,2,3,0,0,0,0,0,0
2016/6/11,0,2247483725_2,5大常用有色金属6月价格预测！,2,2,0,0,0,0,0,0
2016/6/11,0,2247483725_3,铝产业链必看｜分分钟了解铝的这些事,0,0,0,0,0,0,0,0
2016/6/11,0,2247483725_4,【宏观】26万亿，银行业大危局,0,0,0,0,0,0,0,0
2016/6/11,0,2247483735_1,银精矿加工贸易解禁对中国铅市场的影响,5,12,0,0,1,1,0,0
2016/6/11,0,2247483735_2,铜精矿加工费较好 铜供应整体充裕,0,0,0,0,0,0,0,0
2016/6/11,0,2247483735_3,【行业】刚果第一季度铜产量下滑20%,0,0,0,0,0,0,0,0
2016/6/11,0,2247483735_4,中国锌冶炼企业将首次下调产量，进一步抬高锌价,0,0,0,0,0,0,0,0
2016/6/11,0,2247483735_5,【必看】买货卖货看这里！,1,1,0,0,0,0,0,0
2016/6/11,0,2247483735_6,【行情】2016.6.6有色矿产及金属价格行情,1,1,0,0,0,0,0,0
2016/6/11,0,2247483750_1,【行业】紫金矿业以15.61亿元收购铜矿，目的为何？,2,2,0,0,0,0,0,0
2016/6/11,0,2247483750_2,【市场】“从价计征”7月推行 有色金属行业迎来新机遇,0,0,0,0,0,0,0,0
2016/6/11,0,2247483771_1,【深度好文】十年大宗背后那些不为人知的故事,104,119,0,0,8,8,2,2
2016/6/12,0,2247483735_1,银精矿加工贸易解禁对中国铅市场的影响,2,2,0,0,0,0,0,0
2016/6/12,0,2247483760_4,罕见！张军、余永定、朱天、林毅夫、姚洋等九位经济学家集体对中国当下经济发言,5,5,0,0,0,0,0,0
2016/6/12,0,2247483760_5,想卖？想买？看这里！这里有最新的有色矿产供求信息,8,8,0,0,1,2,1,1
2016/6/12,0,2247483760_6,【行情】2016.6.8有色矿产及金属价格行情,5,6,0,0,1,1,0,0
2016/6/12,0,2247483765_1,端午粽子剥开来，就是人生三大智慧,2,2,0,0,0,0,0,0
2016/6/12,0,2247483765_2,采矿权减值巨亏 百威国际年度亏损达1.16亿,5,10,0,0,1,1,0,0
2016/6/12,0,2247483768_1,《魔兽》票房蹭蹭蹭破2亿，爆火的背后最大赢家竟是ta...,4,4,0,0,0,0,0,0
2016/6/12,0,2247483771_1,【深度好文】十年大宗背后那些不为人知的故事,107,137,0,0,4,7,0,0
2016/6/12,0,2247483783_1,韩国PPS招标寻购500吨铅流标,64,66,0,0,4,5,0,0
2016/6/12,0,2247483783_2,钦州保税港区检出1批智利铜矿严重品质缺陷,69,75,0,0,4,6,0,0
2016/6/12,0,2247483783_3,盘点世界各地的“废矿景点”,133,146,0,0,8,8,0,0
2016/6/12,0,2247483783_4,【宏观】硝烟再起，人民币被偷袭,119,126,0,0,7,9,0,0
2016/6/12,0,2247483760_3,中国停止黄金储备的购买,3,3,0,0,0,0,0,0
2016/6/12,0,2247483760_2,锌精矿全球减产进行时 供需格局改善可期,3,4,0,0,0,0,0,0
2016/6/12,0,2247483760_1,中国铜出口激增重挫国际铜价,3,7,0,0,1,2,0,0
2016/6/12,0,2247483735_2,铜精矿加工费较好 铜供应整体充裕,0,0,0,0,0,0,0,0
2016/6/12,0,2247483735_3,【行业】刚果第一季度铜产量下滑20%,0,0,0,0,0,0,0,0
2016/6/12,0,2247483735_4,中国锌冶炼企业将首次下调产量，进一步抬高锌价,0,0,0,0,0,0,0,0
2016/6/12,0,2247483735_5,【必看】买货卖货看这里！,0,0,0,0,0,0,0,0
2016/6/12,0,2247483735_6,【行情】2016.6.6有色矿产及金属价格行情,0,0,0,0,0,0,0,0
2016/6/12,0,2247483750_1,【行业】紫金矿业以15.61亿元收购铜矿，目的为何？,0,0,0,0,0,0,0,0
2016/6/12,0,2247483750_2,【市场】“从价计征”7月推行 有色金属行业迎来新机遇,1,1,0,0,0,0,0,0
2016/6/12,0,2247483750_3,【行业】江铜2016年铜产量计划,1,1,0,0,0,0,0,0
2016/6/12,0,2247483750_4,【行业】铜业深度分析报告,0,0,0,0,0,0,0,0
2016/6/12,0,2247483750_5,【大买卖！】买货卖货看这里！,1,2,0,0,0,0,0,0
2016/6/12,0,2247483750_6,【行情】2016.6.7有色矿产及金属价格行情,2,2,0,0,0,0,0,0
2016/6/12,0,2247483783_5,【供求】想卖？想买？看这里！这里有最新的有色矿产供求信息,66,77,0,0,3,5,0,0
2016/6/13,0,2247483750_1,【行业】紫金矿业以15.61亿元收购铜矿，目的为何？,0,0,0,0,0,0,0,0
2016/6/13,0,2247483768_1,《魔兽》票房蹭蹭蹭破2亿，爆火的背后最大赢家竟是ta...,0,0,0,0,0,0,0,0
