ref_date,ref_hour,user_source,share_scene,share_count,share_user
2017/12/26,2000,0,2,2,2
2017/12/26,2100,0,1,3,3
2017/12/26,2100,0,2,1,1
2017/12/26,2100,0,5,1,1
2017/12/26,2200,0,1,9,7
2017/12/26,2200,0,2,5,5
2017/12/26,2300,0,1,2,2
2017/12/26,2300,0,5,1,1
2017/12/27,100,0,1,2,2
2017/12/27,400,0,1,1,1
2017/12/27,400,0,2,1,1
2017/12/27,600,0,1,2,1
2017/12/27,800,0,1,7,7
2017/12/27,800,0,2,4,4
2017/12/27,900,0,1,1,1
2017/12/27,900,0,5,3,1
2017/12/27,1000,0,1,5,4
2017/12/27,1100,0,1,3,3
2017/12/27,1200,0,1,1,1
2017/12/27,1300,0,1,1,1
2017/12/27,1300,0,5,2,1
2017/12/27,1400,0,2,2,1
2017/12/27,1500,0,1,1,1
2017/12/27,1500,0,2,1,1
2017/12/27,1600,0,1,12,8
2017/12/27,1600,0,2,18,14
2017/12/27,1600,0,5,6,3
2017/12/27,1700,0,1,6,4
2017/12/27,1700,0,2,2,2
2017/12/27,1800,0,1,9,7
2017/12/27,1800,0,2,3,3
2017/12/27,1900,0,1,5,5
2017/12/27,1900,0,2,5,4
2017/12/27,2000,0,1,4,3
2017/12/27,2000,0,2,1,1
2017/12/27,2100,0,1,4,4
2017/12/27,2100,0,2,1,1
2017/12/27,2200,0,2,1,1
2017/12/27,2300,0,2,1,1
2017/12/27,2300,0,5,1,1
2017/12/28,0,0,1,2,2
2017/12/28,600,0,1,4,3
2017/12/28,700,0,1,1,1
2017/12/28,700,0,2,2,1
2017/12/28,800,0,1,4,2
2017/12/28,800,0,2,2,2
2017/12/28,900,0,1,3,2
2017/12/28,1000,0,1,7,2
2017/12/28,1200,0,1,1,1
2017/12/28,1400,0,1,19,11
2017/12/28,1400,0,2,22,12
2017/12/28,1400,0,5,4,4
2017/12/28,1500,0,1,15,14
2017/12/28,1500,0,2,7,5
2017/12/28,1500,0,5,2,2
2017/12/28,1600,0,1,9,5
2017/12/28,1600,0,2,2,1
2017/12/28,1700,0,1,2,2
2017/12/28,1700,0,2,1,1
2017/12/28,1800,0,2,1,1
2017/12/28,1900,0,1,7,5
2017/12/28,1900,0,2,4,3
2017/12/28,2000,0,1,2,2
2017/12/28,2000,0,2,1,1
2017/12/28,2100,0,1,2,2
2017/12/28,2100,0,2,2,2
2017/12/28,2200,0,1,2,2
2017/12/28,2200,0,5,1,1
2017/12/28,2300,0,1,1,1
2017/12/28,2300,0,2,1,1
2017/12/28,2300,0,5,1,1
2017/12/29,0,0,2,1,1
2017/12/29,800,0,1,2,1
2017/12/29,900,0,1,2,2
2017/12/29,900,0,2,1,1
2017/12/29,1100,0,1,2,1
2017/12/29,1200,0,1,3,3
2017/12/29,1300,0,1,4,1
2017/12/29,1300,0,2,1,1
2017/12/29,1300,0,5,1,1
2017/12/29,1400,0,1,22,17
2017/12/29,1400,0,2,14,10
2017/12/29,1400,0,5,9,5
2017/12/29,1500,0,1,9,6
2017/12/29,1500,0,2,8,8
2017/12/29,1500,0,5,1,1
2017/12/29,1600,0,1,5,5
2017/12/29,1600,0,2,2,2
2017/12/29,1700,0,1,3,3
2017/12/29,1700,0,2,1,1
2017/12/29,1800,0,1,2,2
2017/12/29,1800,0,2,3,3
2017/12/29,1900,0,1,4,4
2017/12/29,1900,0,2,1,1
2017/12/29,2000,0,1,3,2
2017/12/29,2000,0,2,2,1
2017/12/29,2100,0,1,2,2
2017/12/29,2100,0,2,1,1
2017/12/29,2200,0,1,2,2
2017/12/29,2200,0,2,1,1
2017/12/29,2300,0,1,1,1
2017/12/30,0,0,1,1,1
2017/12/30,0,0,5,1,1
2017/12/30,100,0,2,5,2
2017/12/30,200,0,2,1,1
2017/12/30,700,0,1,1,1
2017/12/30,700,0,2,2,2
2017/12/30,800,0,1,1,1
2017/12/30,800,0,5,1,1
2017/12/30,900,0,1,1,1
2017/12/30,900,0,2,1,1
2017/12/30,1000,0,1,3,2
2017/12/30,1100,0,1,3,3
2017/12/30,1300,0,2,1,1
2017/12/30,1400,0,1,1,1
2017/12/30,1500,0,1,8,8
2017/12/30,1500,0,2,1,1
2017/12/30,1600,0,1,1,1
2017/12/30,1600,0,2,1,1
2017/12/30,1700,0,1,2,2
2017/12/30,1800,0,1,6,5
2017/12/30,1800,0,2,2,2
2017/12/30,1900,0,1,9,7
2017/12/30,1900,0,2,3,3
2017/12/30,1900,0,5,2,2
2017/12/30,2000,0,1,4,4
2017/12/30,2000,0,2,2,1
2017/12/30,2100,0,1,2,2
2017/12/30,2200,0,2,1,1
2017/12/30,2300,0,1,3,3
2017/12/30,2300,0,2,1,1
2017/12/31,0,0,1,2,2
2017/12/31,0,0,2,1,1
2017/12/31,100,0,2,1,1
2017/12/31,200,0,2,1,1
2017/12/31,300,0,1,1,1
2017/12/31,300,0,2,1,1
2017/12/31,600,0,1,1,1
2017/12/31,800,0,1,1,1
2017/12/31,1100,0,1,2,1
2017/12/31,1200,0,1,2,2
2017/12/31,1300,0,1,2,2
2017/12/31,1600,0,1,10,9
2017/12/31,1600,0,2,8,5
2017/12/31,1600,0,5,2,2
2017/12/31,1700,0,1,3,3
2017/12/31,1700,0,2,6,5
2017/12/31,1700,0,5,1,1
2017/12/31,1800,0,1,3,3
2017/12/31,1800,0,2,2,2
2017/12/31,1900,0,1,2,2
2017/12/31,1900,0,2,4,4
2017/12/31,2000,0,1,1,1
2017/12/31,2000,0,2,1,1
2017/12/31,2100,0,1,6,3
2017/12/31,2100,0,2,1,1
2017/12/31,2200,0,1,2,1
2017/12/31,2200,0,2,1,1
2017/12/31,2300,0,1,1,1
2018/1/1,100,0,2,1,1
2018/1/1,500,0,1,3,3
2018/1/1,500,0,2,2,2
2018/1/1,800,0,1,2,1
2018/1/1,900,0,1,2,2
2018/1/1,1100,0,1,1,1
2018/1/1,1200,0,1,3,3
2018/1/1,1200,0,2,1,1
2018/1/1,1300,0,1,1,1
2018/1/1,1400,0,1,6,1
2018/1/1,1500,0,1,1,1
2018/1/1,1800,0,1,3,2
2018/1/1,2000,0,1,11,10
2018/1/1,2000,0,2,6,6
2018/1/1,2100,0,1,9,7
2018/1/1,2200,0,1,3,3
2018/1/1,2200,0,2,4,4
2018/1/1,2200,0,5,3,3
2018/1/1,2300,0,1,3,1
2018/1/1,2300,0,2,2,2
2018/1/1,2300,0,5,1,1
2018/1/2,100,0,1,1,1
2018/1/2,100,0,2,5,1
2018/1/2,600,0,1,2,2
2018/1/2,600,0,2,3,3
2018/1/2,700,0,1,6,5
2018/1/2,700,0,2,1,1
2018/1/2,800,0,1,4,4
2018/1/2,800,0,2,1,1
2018/1/2,900,0,1,6,4
2018/1/2,1000,0,1,2,2
2018/1/2,1000,0,2,2,1
2018/1/2,1100,0,1,2,2
2018/1/2,1200,0,1,2,2
2018/1/2,1300,0,1,1,1
2018/1/2,1400,0,1,3,2
2018/1/2,1400,0,2,2,1
2018/1/2,1500,0,2,1,1
2018/1/2,1600,0,1,9,7
2018/1/2,1600,0,2,6,6
2018/1/2,1700,0,1,14,9
2018/1/2,1700,0,2,6,6
2018/1/2,1700,0,5,1,1
2018/1/2,1800,0,1,4,3
2018/1/2,1900,0,1,3,3
2018/1/2,1900,0,2,2,2
2018/1/2,2000,0,1,1,1
2018/1/2,2000,0,2,2,1
2018/1/2,2000,0,5,2,2
2018/1/2,2100,0,1,3,3
2018/1/2,2200,0,1,1,1
2018/1/2,2200,0,5,1,1
2018/1/2,2300,0,2,1,1
2018/1/3,700,0,2,1,1
2018/1/3,800,0,1,5,4
2018/1/3,900,0,1,1,1
2018/1/3,1000,0,1,2,2
2018/1/3,1000,0,2,1,1
2018/1/3,1200,0,1,1,1
2018/1/3,1200,0,2,1,1
2018/1/3,1300,0,1,1,1
2018/1/3,1300,0,2,1,1
2018/1/3,1400,0,2,2,2
2018/1/3,1500,0,1,15,12
2018/1/3,1500,0,2,5,5
2018/1/3,1500,0,5,2,1
2018/1/3,1600,0,1,22,18
2018/1/3,1600,0,2,11,8
2018/1/3,1600,0,5,7,4
2018/1/3,1700,0,1,13,7
2018/1/3,1800,0,1,5,5
2018/1/3,1800,0,5,1,1
2018/1/3,1900,0,1,2,2
2018/1/3,1900,0,2,3,3
2018/1/3,2000,0,1,1,1
2018/1/3,2100,0,1,3,3
2018/1/3,2300,0,1,1,1
2018/1/4,600,0,1,3,2
2018/1/4,900,0,1,1,1
2018/1/4,900,0,5,1,1
2018/1/4,1000,0,1,2,1
2018/1/4,1100,0,1,2,2
2018/1/4,1200,0,1,3,3
2018/1/4,1200,0,2,3,2
2018/1/4,1300,0,1,2,1
2018/1/4,1400,0,1,1,1
2018/1/4,1500,0,1,9,7
2018/1/4,1500,0,2,9,6
2018/1/4,1500,0,5,3,3
2018/1/4,1600,0,1,7,3
2018/1/4,1600,0,2,2,1
2018/1/4,1600,0,5,2,1
2018/1/4,1700,0,1,3,3
2018/1/4,1700,0,2,2,2
2018/1/4,1800,0,1,6,4
2018/1/4,1800,0,2,3,2
2018/1/4,1900,0,1,1,1
2018/1/4,2000,0,1,2,2
2018/1/4,2100,0,1,3,2
2018/1/4,2100,0,5,4,1
2018/1/4,2200,0,1,1,1
2018/1/4,2300,0,2,1,1
2018/1/5,0,0,1,1,1
2018/1/5,100,0,1,2,1
2018/1/5,100,0,2,1,1
2018/1/5,600,0,1,1,1
2018/1/5,800,0,1,3,2
2018/1/5,900,0,5,11,1
2018/1/5,1000,0,1,1,1
2018/1/5,1100,0,1,3,2
2018/1/5,1200,0,1,1,1
2018/1/5,1300,0,1,1,1
2018/1/5,1400,0,1,1,1
2018/1/5,1400,0,2,1,1
2018/1/5,1500,0,1,13,10
2018/1/5,1500,0,2,4,4
2018/1/5,1500,0,5,1,1
2018/1/5,1600,0,1,16,11
2018/1/5,1600,0,2,4,3
2018/1/5,1600,0,5,1,1
2018/1/5,1700,0,1,2,2
2018/1/5,1700,0,2,3,3
2018/1/5,1800,0,2,5,2
2018/1/5,1900,0,1,5,4
2018/1/5,1900,0,2,3,1
2018/1/5,1900,0,5,1,1
2018/1/5,2100,0,1,1,1
2018/1/5,2100,0,2,1,1
2018/1/5,2100,0,5,2,1
2018/1/5,2200,0,2,1,1
2018/1/5,2300,0,1,1,1
2018/1/6,0,0,2,2,1
2018/1/6,100,0,2,1,1
2018/1/6,700,0,1,1,1
2018/1/6,700,0,2,2,1
2018/1/6,800,0,1,8,4
2018/1/6,800,0,2,2,1
2018/1/6,800,0,5,2,1
2018/1/6,900,0,1,2,1
2018/1/6,1000,0,1,5,5
2018/1/6,1000,0,2,3,3
2018/1/6,1000,0,5,3,1
2018/1/6,1100,0,1,9,5
2018/1/6,1100,0,2,2,2
2018/1/6,1100,0,5,1,1
2018/1/6,1300,0,1,1,1
2018/1/6,1300,0,2,1,1
2018/1/6,1400,0,1,1,1
2018/1/6,1500,0,1,1,1
2018/1/6,1500,0,2,1,1
2018/1/6,1700,0,1,1,1
2018/1/6,1800,0,1,1,1
2018/1/6,1800,0,2,1,1
2018/1/6,1900,0,1,2,1
2018/1/6,1900,0,2,2,1
2018/1/6,2000,0,1,1,1
2018/1/6,2200,0,1,2,2
2018/1/6,2200,0,2,1,1
2018/1/6,2300,0,2,1,1
2018/1/7,0,0,1,1,1
2018/1/7,100,0,1,2,2
2018/1/7,800,0,2,1,1
2018/1/7,900,0,1,1,1
2018/1/7,1000,0,1,41,26
2018/1/7,1000,0,2,18,16
2018/1/7,1000,0,5,3,3
2018/1/7,1100,0,1,16,13
2018/1/7,1100,0,2,9,8
2018/1/7,1100,0,5,2,2
2018/1/7,1200,0,1,6,6
2018/1/7,1200,0,2,7,7
2018/1/7,1200,0,5,3,2
2018/1/7,1300,0,1,9,7
2018/1/7,1300,0,2,2,2
2018/1/7,1400,0,1,11,7
2018/1/7,1500,0,1,2,2
2018/1/7,1600,0,1,2,2
2018/1/7,1600,0,2,6,4
2018/1/7,1700,0,1,4,4
2018/1/7,1700,0,2,1,1
2018/1/7,1800,0,1,4,4
2018/1/7,1800,0,2,7,7
2018/1/7,1800,0,5,1,1
2018/1/7,1900,0,1,6,6
2018/1/7,1900,0,2,5,5
2018/1/7,2000,0,1,5,5
2018/1/7,2000,0,2,5,4
2018/1/7,2100,0,1,10,9
2018/1/7,2100,0,2,7,7
2018/1/7,2200,0,1,5,5
2018/1/7,2200,0,2,2,2
2018/1/7,2200,0,5,1,1
2018/1/7,2300,0,1,3,2
2018/1/7,2300,0,2,5,5
2018/1/8,0,0,1,1,1
2018/1/8,0,0,5,1,1
2018/1/8,200,0,1,1,1
2018/1/8,400,0,1,1,1
2018/1/8,400,0,2,2,1
2018/1/8,600,0,1,2,2
2018/1/8,700,0,1,15,6
2018/1/8,700,0,2,1,1
2018/1/8,700,0,5,1,1
2018/1/8,800,0,1,12,8
2018/1/8,900,0,1,2,2
2018/1/8,900,0,5,1,1
2018/1/8,1000,0,1,3,3
2018/1/8,1100,0,1,3,3
2018/1/8,1100,0,2,1,1
2018/1/8,1200,0,1,2,2
2018/1/8,1300,0,2,1,1
2018/1/8,1400,0,1,1,1
2018/1/8,1500,0,1,8,8
2018/1/8,1500,0,2,14,10
2018/1/8,1500,0,5,4,1
2018/1/8,1600,0,1,7,6
2018/1/8,1600,0,2,6,6
2018/1/8,1700,0,1,3,3
2018/1/8,1800,0,1,3,3
2018/1/8,1800,0,2,3,2
2018/1/8,1800,0,5,1,1
2018/1/8,1900,0,1,1,1
2018/1/8,2000,0,1,5,4
2018/1/8,2100,0,1,2,2
2018/1/8,2100,0,2,1,1
2018/1/8,2200,0,1,6,4
2018/1/8,2200,0,2,3,1
2018/1/8,2200,0,3,3,1
2018/1/8,2200,0,5,9,1
2018/1/8,2200,0,7,3,1
2018/1/8,2300,0,1,1,1
2018/1/8,2300,0,5,1,1
2018/1/9,0,0,1,1,1
2018/1/9,100,0,1,1,1
2018/1/9,700,0,1,3,3
2018/1/9,800,0,1,6,4
2018/1/9,800,0,2,2,2
2018/1/9,900,0,1,1,1
2018/1/9,1000,0,2,1,1
2018/1/9,1100,0,1,2,2
2018/1/9,1200,0,1,1,1
2018/1/9,1300,0,1,1,1
2018/1/9,1400,0,1,1,1
2018/1/9,1400,0,2,1,1
2018/1/9,1500,0,1,7,5
2018/1/9,1500,0,2,3,3
2018/1/9,1600,0,1,4,4
2018/1/9,1600,0,2,1,1
2018/1/9,1700,0,1,7,6
2018/1/9,1700,0,2,7,5
2018/1/9,1800,0,1,2,2
2018/1/9,1800,0,2,2,2
2018/1/9,1900,0,1,6,6
2018/1/9,1900,0,2,2,2
2018/1/9,2000,0,1,5,5
2018/1/9,2000,0,2,4,4
2018/1/9,2100,0,1,5,5
2018/1/9,2100,0,2,2,2
2018/1/9,2200,0,1,3,3
2018/1/9,2300,0,1,4,4
2018/1/9,2300,0,2,1,1
2018/1/10,0,0,1,2,2
2018/1/10,0,0,2,6,4
2018/1/10,100,0,1,1,1
2018/1/10,700,0,1,2,1
2018/1/10,800,0,1,2,1
2018/1/10,1000,0,1,2,2
2018/1/10,1000,0,2,2,1
2018/1/10,1000,0,5,1,1
2018/1/10,1200,0,1,1,1
2018/1/10,1500,0,1,3,3
2018/1/10,1500,0,2,7,5
2018/1/10,1500,0,5,1,1
2018/1/10,1600,0,1,9,7
2018/1/10,1600,0,2,2,2
2018/1/10,1600,0,5,1,1
2018/1/10,1700,0,1,9,6
2018/1/10,1700,0,2,3,3
2018/1/10,1800,0,1,4,1
2018/1/10,1800,0,2,3,2
2018/1/10,1900,0,1,3,2
2018/1/10,1900,0,2,1,1
2018/1/10,2000,0,1,1,1
2018/1/10,2000,0,2,4,4
2018/1/10,2100,0,1,4,4
2018/1/10,2200,0,1,1,1
2018/1/10,2300,0,1,3,3
2018/1/11,500,0,1,1,1
2018/1/11,500,0,2,1,1
2018/1/11,600,0,1,1,1
2018/1/11,800,0,1,3,3
2018/1/11,900,0,1,3,3
2018/1/11,900,0,2,1,1
2018/1/11,1000,0,1,4,4
2018/1/11,1000,0,5,1,1
2018/1/11,1100,0,1,2,2
2018/1/11,1100,0,2,1,1
2018/1/11,1400,0,1,3,2
2018/1/11,1400,0,2,2,2
2018/1/11,1500,0,1,19,18
2018/1/11,1500,0,2,26,20
2018/1/11,1500,0,5,3,1
2018/1/11,1600,0,1,20,17
2018/1/11,1600,0,2,22,20
2018/1/11,1600,0,5,2,2
2018/1/11,1700,0,1,17,13
2018/1/11,1700,0,2,8,8
2018/1/11,1700,0,5,1,1
2018/1/11,1800,0,1,4,4
2018/1/11,1800,0,2,3,3
2018/1/11,1800,0,5,5,4
2018/1/11,1900,0,1,10,7
2018/1/11,1900,0,2,6,6
2018/1/11,2000,0,1,11,7
2018/1/11,2000,0,2,1,1
2018/1/11,2000,0,5,2,1
2018/1/11,2100,0,1,3,3
2018/1/11,2100,0,2,4,3
2018/1/11,2200,0,1,4,4
2018/1/11,2200,0,2,4,4
2018/1/11,2200,0,5,3,2
2018/1/11,2300,0,1,3,3
2018/1/11,2300,0,2,1,1
2018/1/11,2300,0,5,1,1
2018/1/12,0,0,1,1,1
2018/1/12,100,0,1,1,1
2018/1/12,300,0,1,1,1
2018/1/12,700,0,1,8,5
2018/1/12,700,0,2,1,1
2018/1/12,800,0,1,4,4
2018/1/12,800,0,2,2,2
2018/1/12,800,0,5,1,1
2018/1/12,900,0,1,1,1
2018/1/12,1000,0,1,4,4
2018/1/12,1000,0,2,2,1
2018/1/12,1100,0,1,2,2
2018/1/12,1200,0,2,1,1
2018/1/12,1300,0,1,2,2
2018/1/12,1500,0,1,15,13
2018/1/12,1500,0,2,8,8
2018/1/12,1500,0,5,2,1
2018/1/12,1600,0,1,15,14
2018/1/12,1600,0,2,10,9
2018/1/12,1700,0,1,2,2
2018/1/12,1700,0,2,1,1
2018/1/12,1800,0,1,4,4
2018/1/12,1800,0,2,2,2
2018/1/12,1900,0,1,11,5
2018/1/12,1900,0,2,8,6
2018/1/12,2000,0,1,5,4
2018/1/12,2000,0,2,3,2
2018/1/12,2100,0,1,4,3
2018/1/12,2100,0,2,2,2
2018/1/12,2200,0,1,1,1
2018/1/12,2200,0,2,2,2
2018/1/12,2300,0,1,1,1
2018/1/13,800,0,1,2,2
2018/1/13,1000,0,1,21,17
2018/1/13,1000,0,2,10,10
2018/1/13,1000,0,5,1,1
2018/1/13,1100,0,1,12,12
2018/1/13,1100,0,2,12,12
2018/1/13,1100,0,5,1,1
2018/1/13,1200,0,1,18,16
2018/1/13,1200,0,2,8,8
2018/1/13,1200,0,5,3,2
2018/1/13,1300,0,1,18,17
2018/1/13,1300,0,2,6,6
2018/1/13,1400,0,1,6,6
2018/1/13,1400,0,2,7,5
2018/1/13,1400,0,5,2,2
2018/1/13,1500,0,1,8,7
2018/1/13,1500,0,2,5,5
2018/1/13,1600,0,1,9,9
2018/1/13,1600,0,2,1,1
2018/1/13,1600,0,5,1,1
2018/1/13,1700,0,1,3,2
2018/1/13,1700,0,2,3,3
2018/1/13,1800,0,1,2,1
2018/1/13,1900,0,1,3,3
2018/1/13,1900,0,2,4,3
2018/1/13,2000,0,1,2,2
2018/1/13,2000,0,2,5,4
2018/1/13,2100,0,1,3,3
2018/1/13,2100,0,2,1,1
2018/1/13,2200,0,1,7,6
2018/1/13,2200,0,2,2,2
2018/1/14,900,0,1,1,1
2018/1/14,900,0,2,1,1
2018/1/14,1000,0,1,11,9
2018/1/14,1000,0,2,8,8
2018/1/14,1000,0,5,1,1
2018/1/14,1100,0,1,4,4
2018/1/14,1100,0,2,1,1
2018/1/14,1100,0,5,2,1
2018/1/14,1200,0,1,10,9
2018/1/14,1200,0,2,6,5
2018/1/14,1300,0,5,1,1
2018/1/14,1400,0,1,2,2
2018/1/14,1400,0,2,3,2
2018/1/14,1500,0,1,1,1
2018/1/14,1500,0,2,5,5
2018/1/14,1600,0,1,2,2
2018/1/14,1600,0,2,2,2
2018/1/14,1700,0,1,3,3
2018/1/14,1700,0,2,1,1
2018/1/14,1800,0,1,2,2
2018/1/14,1900,0,1,3,3
2018/1/14,1900,0,2,2,2
2018/1/14,2000,0,1,1,1
2018/1/14,2000,0,2,6,6
2018/1/14,2100,0,1,1,1
2018/1/14,2100,0,2,3,3
2018/1/14,2100,0,5,2,2
2018/1/14,2200,0,1,6,5
2018/1/14,2200,0,2,6,5
2018/1/14,2200,0,5,3,2
2018/1/14,2300,0,1,4,4
2018/1/14,2300,0,2,3,3
2018/1/15,700,0,1,4,4
2018/1/15,800,0,1,5,3
2018/1/15,800,0,2,1,1
2018/1/15,900,0,1,6,5
2018/1/15,900,0,2,4,2
2018/1/15,900,0,5,1,1
2018/1/15,1000,0,1,2,2
2018/1/15,1100,0,1,1,1
2018/1/15,1100,0,2,1,1
2018/1/15,1200,0,1,7,3
2018/1/15,1200,0,2,2,2
2018/1/15,1200,0,5,1,1
2018/1/15,1300,0,1,1,1
2018/1/15,1400,0,1,2,2
2018/1/15,1500,0,1,16,15
2018/1/15,1500,0,2,13,10
2018/1/15,1500,0,5,2,2
2018/1/15,1600,0,1,19,14
2018/1/15,1600,0,2,8,7
2018/1/15,1700,0,1,8,5
2018/1/15,1700,0,5,2,1
2018/1/15,1800,0,2,1,1
2018/1/15,1900,0,1,4,3
2018/1/15,1900,0,2,1,1
2018/1/15,2000,0,1,3,2
2018/1/15,2000,0,2,2,1
2018/1/15,2100,0,1,1,1
2018/1/15,2200,0,1,1,1
2018/1/15,2200,0,2,1,1
2018/1/15,2300,0,1,4,4
2018/1/15,2300,0,2,2,2
2018/1/16,0,0,1,3,3
2018/1/16,0,0,2,1,1
2018/1/16,700,0,1,1,1
2018/1/16,700,0,2,1,1
2018/1/16,800,0,1,5,5
2018/1/16,800,0,2,2,2
2018/1/16,800,0,5,1,1
2018/1/16,900,0,1,1,1
2018/1/16,1000,0,1,2,2
2018/1/16,1100,0,1,1,1
2018/1/16,1100,0,2,2,2
2018/1/16,1100,0,5,1,1
2018/1/16,1200,0,1,5,1
2018/1/16,1300,0,1,2,2
2018/1/16,1400,0,1,1,1
2018/1/16,1500,0,1,10,10
2018/1/16,1500,0,2,11,9
2018/1/16,1500,0,5,1,1
2018/1/16,1600,0,1,5,3
2018/1/16,1600,0,2,6,5
2018/1/16,1600,0,5,1,1
2018/1/16,1700,0,1,1,1
2018/1/16,1700,0,2,1,1
2018/1/16,1800,0,1,11,8
2018/1/16,1800,0,2,6,4
2018/1/16,1900,0,2,2,1
2018/1/16,1900,0,5,1,1
2018/1/16,2000,0,2,4,3
2018/1/16,2100,0,2,2,1
2018/1/16,2200,0,1,1,1
2018/1/16,2200,0,2,6,5
2018/1/16,2300,0,1,2,2
2018/1/16,2300,0,2,1,1
2018/1/17,0,0,1,3,3
2018/1/17,600,0,1,3,2
2018/1/17,600,0,5,1,1
2018/1/17,800,0,1,1,1
2018/1/17,900,0,1,1,1
2018/1/17,1000,0,1,1,1
2018/1/17,1000,0,2,1,1
2018/1/17,1100,0,1,3,3
2018/1/17,1200,0,1,1,1
2018/1/17,1300,0,1,3,2
2018/1/17,1400,0,1,1,1
2018/1/17,1400,0,2,1,1
2018/1/17,1500,0,1,7,6
2018/1/17,1500,0,2,11,7
2018/1/17,1500,0,5,1,1
2018/1/17,1600,0,1,10,5
2018/1/17,1600,0,2,1,1
2018/1/17,1600,0,5,1,1
2018/1/17,1700,0,1,3,3
2018/1/17,1700,0,2,1,1
2018/1/17,1800,0,1,2,1
2018/1/17,1900,0,1,1,1
2018/1/17,1900,0,2,1,1
2018/1/17,2000,0,1,1,1
2018/1/17,2200,0,1,1,1
2018/1/18,900,0,2,1,1
2018/1/18,1100,0,1,1,1
2018/1/18,1200,0,1,1,1
2018/1/18,1400,0,1,2,2
2018/1/18,1500,0,1,18,17
2018/1/18,1500,0,2,8,6
2018/1/18,1500,0,5,3,1
2018/1/18,1600,0,1,14,10
2018/1/18,1600,0,2,2,2
2018/1/18,1600,0,5,2,2
2018/1/18,1700,0,1,8,7
2018/1/18,1700,0,2,3,2
2018/1/18,1800,0,1,6,5
2018/1/18,1800,0,2,4,3
2018/1/18,1900,0,1,1,1
2018/1/18,1900,0,2,1,1
2018/1/18,2000,0,1,2,2
2018/1/18,2000,0,2,1,1
2018/1/18,2100,0,1,5,4
2018/1/18,2100,0,2,2,2
2018/1/18,2200,0,1,2,2
2018/1/18,2200,0,2,1,1
2018/1/18,2300,0,1,1,1
2018/1/18,2300,0,2,2,1
2018/1/19,200,0,2,1,1
2018/1/19,800,0,1,1,1
2018/1/19,800,0,2,1,1
2018/1/19,800,0,5,2,2
2018/1/19,900,0,1,2,2
2018/1/19,1000,0,1,4,3
2018/1/19,1200,0,5,1,1
2018/1/19,1300,0,1,1,1
2018/1/19,1300,0,2,1,1
2018/1/19,1400,0,1,4,3
2018/1/19,1500,0,1,5,4
2018/1/19,1500,0,2,6,6
2018/1/19,1500,0,5,1,1
2018/1/19,1600,0,1,13,8
2018/1/19,1600,0,2,9,8
2018/1/19,1600,0,5,1,1
2018/1/19,1700,0,1,5,5
2018/1/19,1700,0,2,2,1
2018/1/19,1800,0,1,7,6
2018/1/19,1800,0,2,6,6
2018/1/19,1900,0,1,9,5
2018/1/19,1900,0,2,4,3
2018/1/19,2000,0,1,5,4
2018/1/19,2000,0,2,4,4
2018/1/19,2100,0,1,1,1
2018/1/19,2100,0,2,1,1
2018/1/19,2200,0,1,5,4
2018/1/19,2200,0,2,1,1
2018/1/19,2300,0,1,2,2
2018/1/20,0,0,2,1,1
2018/1/20,100,0,1,3,2
2018/1/20,100,0,2,1,1
2018/1/20,300,0,1,1,1
2018/1/20,600,0,2,1,1
2018/1/20,700,0,2,1,1
2018/1/20,800,0,1,2,2
2018/1/20,900,0,1,2,2
2018/1/20,900,0,2,1,1
2018/1/20,1000,0,1,10,10
2018/1/20,1000,0,2,9,8
2018/1/20,1000,0,5,1,1
2018/1/20,1100,0,1,5,5
2018/1/20,1100,0,2,6,4
2018/1/20,1200,0,1,4,3
2018/1/20,1200,0,2,1,1
2018/1/20,1200,0,5,1,1
2018/1/20,1300,0,5,2,2
2018/1/20,1400,0,1,5,4
2018/1/20,1400,0,2,1,1
2018/1/20,1500,0,1,8,5
2018/1/20,1500,0,2,1,1
2018/1/20,1600,0,1,4,4
2018/1/20,1600,0,2,1,1
2018/1/20,1800,0,1,1,1
2018/1/20,1900,0,1,1,1
2018/1/20,1900,0,2,1,1
2018/1/20,2000,0,1,3,2
2018/1/20,2100,0,1,6,5
2018/1/20,2100,0,2,5,4
2018/1/20,2200,0,1,2,2
2018/1/20,2200,0,2,1,1
2018/1/20,2300,0,1,1,1
2018/1/21,100,0,1,1,1
2018/1/21,700,0,1,1,1
2018/1/21,700,0,2,1,1
2018/1/21,700,0,5,1,1
2018/1/21,800,0,1,1,1
2018/1/21,800,0,5,1,1
2018/1/21,900,0,1,2,2
2018/1/21,900,0,2,1,1
2018/1/21,1000,0,1,6,4
2018/1/21,1000,0,2,3,3
2018/1/21,1100,0,1,3,1
2018/1/21,1100,0,2,4,4
2018/1/21,1100,0,5,2,2
2018/1/21,1200,0,1,3,3
2018/1/21,1200,0,2,2,2
2018/1/21,1200,0,5,1,1
2018/1/21,1300,0,1,6,3
2018/1/21,1400,0,1,2,2
2018/1/21,1400,0,2,1,1
2018/1/21,1500,0,2,2,2
2018/1/21,1600,0,2,3,2
2018/1/21,1700,0,2,4,4
2018/1/21,1700,0,5,1,1
2018/1/21,1800,0,1,5,2
2018/1/21,2000,0,2,2,1
2018/1/21,2100,0,1,1,1
2018/1/21,2100,0,2,2,2
2018/1/21,2200,0,1,1,1
2018/1/21,2300,0,1,1,1
2018/1/21,2300,0,5,1,1
2018/1/22,0,0,1,2,2
2018/1/22,200,0,1,1,1
