ref_date,ref_hour,user_source,share_scene,share_count,share_user
2016/10/24,1400,0,5,2,1
2016/10/24,1500,0,1,17,10
2016/10/24,1500,0,2,6,6
2016/10/24,1500,0,5,3,2
2016/10/24,1600,0,1,14,11
2016/10/24,1600,0,2,12,7
2016/10/24,1700,0,1,6,4
2016/10/24,1700,0,2,14,7
2016/10/24,1800,0,1,5,3
2016/10/24,1800,0,2,7,4
2016/10/24,1900,0,1,9,8
2016/10/24,1900,0,2,10,2
2016/10/24,2000,0,1,4,3
2016/10/24,2000,0,2,3,3
2016/10/24,2100,0,1,5,4
2016/10/24,2100,0,2,7,1
2016/10/24,2200,0,1,4,4
2016/10/24,2200,0,2,3,2
2016/10/24,2200,0,5,2,1
2016/10/24,2300,0,1,1,1
2016/10/24,2300,0,2,1,1
2016/10/25,0,0,1,1,1
2016/10/25,700,0,1,5,4
2016/10/25,800,0,1,4,2
2016/10/25,800,0,2,1,1
2016/10/25,1000,0,1,5,5
2016/10/25,1100,0,2,1,1
2016/10/25,1200,0,2,2,2
2016/10/25,1300,0,1,1,1
2016/10/25,1400,0,1,3,2
2016/10/25,1600,0,1,2,2
2016/10/25,1700,0,1,4,4
2016/10/25,1700,0,2,20,10
2016/10/25,1800,0,1,12,8
2016/10/25,1800,0,2,11,7
2016/10/25,1900,0,1,6,4
2016/10/25,1900,0,2,20,10
2016/10/25,1900,0,5,1,1
2016/10/25,2000,0,1,9,6
2016/10/25,2000,0,2,7,4
2016/10/25,2000,0,5,2,1
2016/10/25,2100,0,1,12,7
2016/10/25,2100,0,2,7,7
2016/10/25,2200,0,1,6,4
2016/10/25,2200,0,2,7,6
2016/10/25,2200,0,5,1,1
2016/10/25,2300,0,1,1,1
2016/10/26,0,0,2,2,2
2016/10/26,500,0,2,1,1
2016/10/26,600,0,1,3,2
2016/10/26,600,0,2,3,2
2016/10/26,700,0,1,1,1
2016/10/26,700,0,2,2,2
2016/10/26,700,0,5,1,1
2016/10/26,800,0,1,4,2
2016/10/26,800,0,2,8,2
2016/10/26,900,0,1,3,1
2016/10/26,900,0,2,3,3
2016/10/26,1000,0,1,3,3
2016/10/26,1100,0,1,1,1
2016/10/26,1100,0,2,1,1
2016/10/26,1100,0,5,1,1
2016/10/26,1300,0,1,4,2
2016/10/26,1300,0,2,6,6
2016/10/26,1400,0,1,1,1
2016/10/26,1500,0,1,4,3
2016/10/26,1500,0,2,20,12
2016/10/26,1500,0,5,1,1
2016/10/26,1600,0,1,10,9
2016/10/26,1600,0,2,11,9
2016/10/26,1600,0,5,1,1
2016/10/26,1700,0,1,10,6
2016/10/26,1700,0,2,9,7
2016/10/26,1800,0,1,9,7
2016/10/26,1800,0,2,9,3
2016/10/26,1900,0,2,3,3
2016/10/26,2000,0,1,2,2
2016/10/26,2200,0,1,2,2
2016/10/26,2200,0,2,4,2
2016/10/26,2300,0,2,1,1
2016/10/27,0,0,2,1,1
2016/10/27,100,0,5,1,1
2016/10/27,200,0,2,1,1
2016/10/27,700,0,2,1,1
2016/10/27,800,0,1,3,1
2016/10/27,800,0,2,10,4
2016/10/27,800,0,5,2,1
2016/10/27,900,0,2,1,1
2016/10/27,1000,0,2,1,1
2016/10/27,1300,0,1,1,1
2016/10/27,1300,0,2,1,1
2016/10/27,1400,0,1,3,2
2016/10/27,1500,0,1,10,8
2016/10/27,1500,0,2,2,2
2016/10/27,1600,0,1,22,16
2016/10/27,1600,0,2,19,13
2016/10/27,1600,0,5,6,3
2016/10/27,1700,0,1,8,6
2016/10/27,1700,0,2,16,9
2016/10/27,1800,0,1,3,3
2016/10/27,1800,0,2,6,6
2016/10/27,1900,0,1,1,1
2016/10/27,1900,0,2,10,3
2016/10/27,2000,0,1,2,2
2016/10/27,2000,0,2,1,1
2016/10/27,2100,0,1,3,2
2016/10/27,2100,0,2,4,3
2016/10/27,2200,0,1,4,2
2016/10/27,2200,0,2,9,6
2016/10/27,2300,0,1,1,1
2016/10/27,2300,0,2,2,2
2016/10/28,0,0,1,1,1
2016/10/28,0,0,2,1,1
2016/10/28,100,0,2,1,1
2016/10/28,400,0,1,1,1
2016/10/28,500,0,1,1,1
2016/10/28,600,0,1,1,1
2016/10/28,600,0,2,2,2
2016/10/28,700,0,1,2,1
2016/10/28,800,0,1,5,3
2016/10/28,800,0,2,1,1
2016/10/28,800,0,5,1,1
2016/10/28,1000,0,1,5,4
2016/10/28,1000,0,2,1,1
2016/10/28,1100,0,1,4,3
2016/10/28,1200,0,2,2,1
2016/10/28,1300,0,1,1,1
2016/10/28,1300,0,2,1,1
2016/10/28,1300,0,5,1,1
2016/10/28,1500,0,1,3,3
2016/10/28,1500,0,2,1,1
2016/10/28,1600,0,1,16,9
2016/10/28,1600,0,2,16,8
2016/10/28,1700,0,1,1,1
2016/10/28,1700,0,2,3,2
2016/10/28,1700,0,5,1,1
2016/10/28,1800,0,1,2,1
2016/10/28,1800,0,2,9,3
2016/10/28,1900,0,1,4,4
2016/10/28,1900,0,2,4,2
2016/10/28,2000,0,1,5,2
2016/10/28,2000,0,2,4,4
2016/10/28,2100,0,1,4,4
2016/10/28,2100,0,2,2,2
2016/10/28,2200,0,1,2,2
2016/10/28,2200,0,2,6,3
2016/10/28,2300,0,1,5,3
2016/10/28,2300,0,2,1,1
2016/10/29,0,0,1,3,3
2016/10/29,0,0,2,2,2
2016/10/29,100,0,2,1,1
2016/10/29,200,0,1,2,1
2016/10/29,200,0,2,1,1
2016/10/29,600,0,2,1,1
2016/10/29,700,0,2,1,1
2016/10/29,800,0,1,4,2
2016/10/29,800,0,2,2,2
2016/10/29,900,0,1,1,1
2016/10/29,900,0,2,1,1
2016/10/29,1000,0,2,3,3
2016/10/29,1100,0,1,1,1
2016/10/29,1200,0,1,1,1
2016/10/29,1300,0,2,1,1
2016/10/29,1400,0,1,1,1
2016/10/29,1400,0,2,2,2
2016/10/29,1600,0,1,2,2
2016/10/29,1600,0,2,3,3
2016/10/29,1700,0,1,3,3
2016/10/29,1700,0,2,1,1
2016/10/29,1800,0,1,1,1
2016/10/29,1800,0,2,3,3
2016/10/29,1900,0,2,2,2
2016/10/29,2000,0,1,3,2
2016/10/29,2200,0,2,4,4
2016/10/30,700,0,5,1,1
2016/10/30,800,0,1,1,1
2016/10/30,800,0,2,1,1
2016/10/30,900,0,1,5,5
2016/10/30,900,0,5,3,2
2016/10/30,1000,0,1,1,1
2016/10/30,1000,0,2,7,3
2016/10/30,1100,0,1,2,2
2016/10/30,1100,0,2,5,2
2016/10/30,1100,0,5,1,1
2016/10/30,1300,0,1,8,4
2016/10/30,1300,0,2,9,6
2016/10/30,1400,0,2,1,1
2016/10/30,1500,0,1,10,6
2016/10/30,1500,0,2,7,3
2016/10/30,1500,0,5,1,1
2016/10/30,1600,0,1,2,2
2016/10/30,1600,0,2,2,1
2016/10/30,1600,0,5,3,1
2016/10/30,1700,0,2,1,1
2016/10/30,1800,0,1,2,2
2016/10/30,2000,0,1,1,1
2016/10/30,2100,0,2,2,1
2016/10/30,2200,0,1,2,1
2016/10/30,2200,0,2,1,1
2016/10/31,0,0,1,1,1
2016/10/31,600,0,1,1,1
2016/10/31,800,0,1,1,1
2016/10/31,800,0,2,1,1
2016/10/31,900,0,1,1,1
2016/10/31,900,0,2,1,1
2016/10/31,1000,0,1,2,2
2016/10/31,1000,0,5,1,1
2016/10/31,1100,0,1,2,1
2016/10/31,1100,0,2,12,3
2016/10/31,1200,0,2,3,1
2016/10/31,1300,0,1,2,2
2016/10/31,1400,0,1,5,2
2016/10/31,1400,0,2,2,1
2016/10/31,1500,0,1,4,3
2016/10/31,1500,0,2,4,4
2016/10/31,1600,0,1,9,6
2016/10/31,1600,0,2,9,7
2016/10/31,1600,0,5,4,1
2016/10/31,1700,0,1,3,3
2016/10/31,1700,0,2,7,5
2016/10/31,1800,0,1,7,5
2016/10/31,1800,0,2,16,6
2016/10/31,1800,0,5,2,1
2016/10/31,1900,0,1,2,2
2016/10/31,1900,0,2,5,5
2016/10/31,1900,0,5,1,1
2016/10/31,2000,0,1,2,2
2016/10/31,2000,0,2,1,1
2016/10/31,2100,0,1,1,1
2016/10/31,2100,0,2,13,7
2016/10/31,2200,0,1,7,3
2016/10/31,2200,0,2,8,5
2016/10/31,2300,0,1,5,5
2016/10/31,2300,0,2,4,3
2016/11/1,0,0,1,1,1
2016/11/1,300,0,1,1,1
2016/11/1,400,0,1,1,1
2016/11/1,600,0,1,1,1
2016/11/1,600,0,2,1,1
2016/11/1,700,0,1,2,2
2016/11/1,700,0,2,1,1
2016/11/1,800,0,1,2,1
2016/11/1,900,0,1,4,4
2016/11/1,900,0,2,1,1
2016/11/1,1000,0,1,1,1
2016/11/1,1000,0,2,3,2
2016/11/1,1100,0,1,2,1
2016/11/1,1100,0,2,3,2
2016/11/1,1200,0,1,2,2
2016/11/1,1200,0,2,1,1
2016/11/1,1300,0,1,3,3
2016/11/1,1300,0,2,1,1
2016/11/1,1400,0,1,1,1
2016/11/1,1500,0,1,1,1
2016/11/1,1600,0,1,12,9
2016/11/1,1600,0,2,17,11
2016/11/1,1600,0,5,3,2
2016/11/1,1700,0,1,13,13
2016/11/1,1700,0,2,10,7
2016/11/1,1700,0,5,2,1
2016/11/1,1800,0,1,12,10
2016/11/1,1800,0,2,9,5
2016/11/1,1900,0,1,16,7
2016/11/1,1900,0,2,4,3
2016/11/1,2000,0,1,2,2
2016/11/1,2000,0,2,4,4
2016/11/1,2000,0,5,3,2
2016/11/1,2100,0,1,6,6
2016/11/1,2100,0,2,11,8
2016/11/1,2200,0,1,6,4
2016/11/1,2200,0,2,16,5
2016/11/1,2300,0,1,4,2
2016/11/1,2300,0,2,2,2
2016/11/2,0,0,1,3,2
2016/11/2,0,0,2,1,1
2016/11/2,200,0,1,1,1
2016/11/2,200,0,2,1,1
2016/11/2,300,0,1,1,1
2016/11/2,300,0,2,1,1
2016/11/2,700,0,1,3,3
2016/11/2,700,0,2,2,2
2016/11/2,800,0,1,5,3
2016/11/2,800,0,2,2,2
2016/11/2,800,0,5,2,1
2016/11/2,900,0,1,6,4
2016/11/2,900,0,2,2,2
2016/11/2,1000,0,1,3,3
2016/11/2,1100,0,2,1,1
2016/11/2,1200,0,1,4,3
2016/11/2,1300,0,1,2,2
2016/11/2,1300,0,2,2,2
2016/11/2,1300,0,5,1,1
2016/11/2,1400,0,1,2,2
2016/11/2,1400,0,2,2,2
2016/11/2,1500,0,1,7,5
2016/11/2,1500,0,2,4,4
2016/11/2,1600,0,1,27,22
2016/11/2,1600,0,2,20,15
2016/11/2,1600,0,5,2,2
2016/11/2,1700,0,1,18,16
2016/11/2,1700,0,2,31,17
2016/11/2,1700,0,5,2,2
2016/11/2,1800,0,1,10,10
2016/11/2,1800,0,2,9,8
2016/11/2,1900,0,1,9,9
2016/11/2,1900,0,2,7,6
2016/11/2,1900,0,5,1,1
2016/11/2,2000,0,1,10,9
2016/11/2,2000,0,2,14,7
2016/11/2,2000,0,5,2,2
2016/11/2,2100,0,1,15,11
2016/11/2,2100,0,2,14,11
2016/11/2,2200,0,1,11,11
2016/11/2,2200,0,2,4,4
2016/11/2,2300,0,1,5,5
2016/11/2,2300,0,2,1,1
2016/11/3,0,0,1,4,4
2016/11/3,0,0,2,1,1
2016/11/3,300,0,2,1,1
2016/11/3,500,0,2,1,1
2016/11/3,600,0,1,8,3
2016/11/3,600,0,2,3,3
2016/11/3,600,0,5,1,1
2016/11/3,700,0,1,2,2
2016/11/3,700,0,2,3,2
2016/11/3,800,0,1,6,5
2016/11/3,800,0,2,3,3
2016/11/3,900,0,1,3,3
2016/11/3,900,0,2,2,2
2016/11/3,900,0,5,1,1
2016/11/3,1000,0,1,2,2
2016/11/3,1000,0,2,2,2
2016/11/3,1100,0,1,2,2
2016/11/3,1100,0,2,3,2
2016/11/3,1200,0,1,1,1
2016/11/3,1200,0,2,1,1
2016/11/3,1200,0,5,2,1
2016/11/3,1300,0,1,1,1
2016/11/3,1300,0,5,1,1
2016/11/3,1400,0,1,1,1
2016/11/3,1400,0,2,5,3
2016/11/3,1500,0,1,15,14
2016/11/3,1500,0,2,7,6
2016/11/3,1500,0,5,2,1
2016/11/3,1600,0,1,19,14
2016/11/3,1600,0,2,13,9
2016/11/3,1600,0,5,4,2
2016/11/3,1700,0,1,4,4
2016/11/3,1700,0,2,9,6
2016/11/3,1800,0,1,3,3
2016/11/3,1800,0,2,2,2
2016/11/3,1900,0,1,4,3
2016/11/3,1900,0,2,8,5
2016/11/3,2000,0,1,3,3
2016/11/3,2000,0,2,8,6
2016/11/3,2100,0,1,2,2
2016/11/3,2100,0,2,9,7
2016/11/3,2200,0,1,15,9
2016/11/3,2200,0,2,9,6
2016/11/3,2200,0,5,1,1
2016/11/3,2300,0,1,4,4
2016/11/3,2300,0,2,1,1
2016/11/3,2300,0,5,1,1
2016/11/4,0,0,2,1,1
2016/11/4,0,0,5,1,1
2016/11/4,100,0,1,1,1
2016/11/4,300,0,1,2,1
2016/11/4,400,0,1,1,1
2016/11/4,400,0,2,1,1
2016/11/4,600,0,2,1,1
2016/11/4,600,0,5,1,1
2016/11/4,700,0,1,5,5
2016/11/4,700,0,2,5,5
2016/11/4,800,0,1,7,6
2016/11/4,800,0,2,10,4
2016/11/4,900,0,1,5,4
2016/11/4,900,0,2,5,4
2016/11/4,1000,0,1,4,4
2016/11/4,1000,0,2,1,1
2016/11/4,1100,0,2,3,1
2016/11/4,1300,0,1,2,2
2016/11/4,1300,0,2,3,2
2016/11/4,1300,0,5,5,1
2016/11/4,1500,0,1,9,6
2016/11/4,1500,0,2,4,3
2016/11/4,1500,0,5,2,2
2016/11/4,1600,0,1,4,4
2016/11/4,1600,0,2,14,7
2016/11/4,1600,0,5,1,1
2016/11/4,1700,0,1,8,8
2016/11/4,1800,0,1,5,5
2016/11/4,1800,0,2,8,4
2016/11/4,1900,0,1,1,1
2016/11/4,1900,0,2,3,3
2016/11/4,2100,0,2,1,1
2016/11/4,2200,0,1,1,1
2016/11/4,2200,0,2,3,3
2016/11/4,2300,0,1,2,2
2016/11/4,2300,0,2,10,7
2016/11/5,0,0,1,2,1
2016/11/5,0,0,2,1,1
2016/11/5,0,0,5,1,1
2016/11/5,200,0,1,1,1
2016/11/5,300,0,1,1,1
2016/11/5,300,0,2,1,1
2016/11/5,400,0,2,1,1
2016/11/5,600,0,1,2,1
2016/11/5,700,0,2,2,2
2016/11/5,800,0,1,4,3
2016/11/5,800,0,2,4,3
2016/11/5,900,0,1,3,1
2016/11/5,1000,0,1,1,1
2016/11/5,1000,0,2,1,1
2016/11/5,1100,0,1,1,1
2016/11/5,1300,0,1,5,4
2016/11/5,1300,0,2,1,1
2016/11/5,1400,0,1,1,1
2016/11/5,1400,0,2,4,3
2016/11/5,1400,0,5,2,2
2016/11/5,1500,0,1,3,2
2016/11/5,1600,0,1,3,3
2016/11/5,1600,0,2,1,1
2016/11/5,1600,0,5,1,1
2016/11/5,1700,0,2,2,2
2016/11/5,1700,0,5,1,1
2016/11/5,1800,0,2,5,5
2016/11/5,1900,0,1,1,1
2016/11/5,1900,0,2,1,1
2016/11/5,2000,0,1,1,1
2016/11/5,2000,0,2,1,1
2016/11/5,2100,0,1,2,2
2016/11/5,2100,0,2,2,2
2016/11/5,2200,0,1,1,1
2016/11/6,0,0,5,1,1
2016/11/6,200,0,1,1,1
2016/11/6,200,0,2,2,1
2016/11/6,600,0,1,2,1
2016/11/6,800,0,1,1,1
2016/11/6,800,0,2,1,1
2016/11/6,900,0,2,4,2
2016/11/6,1000,0,1,5,4
2016/11/6,1000,0,2,2,2
2016/11/6,1100,0,1,5,3
2016/11/6,1100,0,2,3,3
2016/11/6,1300,0,1,4,3
2016/11/6,1400,0,1,1,1
2016/11/6,1500,0,1,1,1
2016/11/6,1500,0,2,1,1
2016/11/6,1600,0,2,1,1
2016/11/6,1700,0,1,7,1
2016/11/6,1700,0,2,5,1
2016/11/6,1800,0,1,15,4
2016/11/6,1800,0,2,6,2
2016/11/6,1800,0,5,2,1
2016/11/6,1900,0,1,1,1
2016/11/6,1900,0,2,2,1
2016/11/6,2000,0,2,1,1
2016/11/6,2100,0,1,1,1
2016/11/6,2100,0,2,4,4
2016/11/6,2100,0,5,1,1
2016/11/6,2200,0,1,5,3
2016/11/6,2200,0,2,2,2
2016/11/6,2300,0,2,3,2
2016/11/7,0,0,1,2,1
2016/11/7,100,0,2,2,1
2016/11/7,200,0,1,2,1
2016/11/7,600,0,1,2,1
2016/11/7,700,0,1,1,1
2016/11/7,700,0,2,2,2
2016/11/7,800,0,1,1,1
2016/11/7,800,0,2,1,1
2016/11/7,900,0,1,1,1
2016/11/7,900,0,2,2,2
2016/11/7,900,0,5,1,1
2016/11/7,1000,0,1,1,1
2016/11/7,1000,0,2,1,1
2016/11/7,1100,0,2,2,2
2016/11/7,1200,0,1,1,1
2016/11/7,1200,0,2,1,1
2016/11/7,1500,0,1,3,1
2016/11/7,1500,0,2,16,11
2016/11/7,1600,0,1,7,6
2016/11/7,1600,0,2,14,12
2016/11/7,1600,0,5,1,1
2016/11/7,1700,0,1,1,1
2016/11/7,1700,0,2,4,2
2016/11/7,1800,0,1,2,2
2016/11/7,1900,0,1,1,1
2016/11/7,1900,0,2,1,1
2016/11/7,2000,0,1,2,2
2016/11/7,2000,0,2,8,2
2016/11/7,2100,0,1,1,1
2016/11/7,2100,0,2,2,2
2016/11/7,2200,0,1,3,3
2016/11/7,2200,0,2,1,1
2016/11/7,2300,0,2,1,1
2016/11/7,2300,0,5,2,1
2016/11/8,0,0,1,3,1
2016/11/8,100,0,2,2,2
2016/11/8,600,0,2,1,1
2016/11/8,700,0,2,6,2
2016/11/8,800,0,1,1,1
2016/11/8,900,0,1,2,1
2016/11/8,900,0,2,7,2
2016/11/8,1000,0,1,2,2
2016/11/8,1000,0,2,3,1
2016/11/8,1100,0,1,1,1
2016/11/8,1100,0,2,3,1
2016/11/8,1300,0,1,1,1
2016/11/8,1300,0,2,5,3
2016/11/8,1400,0,1,1,1
2016/11/8,1500,0,1,4,4
2016/11/8,1500,0,2,3,2
2016/11/8,1600,0,1,22,18
2016/11/8,1600,0,2,17,14
2016/11/8,1600,0,5,1,1
2016/11/8,1700,0,1,10,9
2016/11/8,1700,0,2,1,1
2016/11/8,1800,0,1,6,6
2016/11/8,1800,0,2,3,3
2016/11/8,1800,0,5,1,1
2016/11/8,1900,0,1,7,6
2016/11/8,1900,0,2,4,4
2016/11/8,2000,0,1,6,5
2016/11/8,2000,0,2,7,6
2016/11/8,2100,0,1,2,1
2016/11/8,2100,0,2,18,9
2016/11/8,2100,0,5,1,1
2016/11/8,2200,0,1,9,7
2016/11/8,2200,0,2,8,7
2016/11/8,2200,0,5,2,1
2016/11/8,2300,0,1,4,4
2016/11/8,2300,0,2,4,4
2016/11/9,0,0,2,2,2
2016/11/9,500,0,1,1,1
2016/11/9,600,0,1,2,2
2016/11/9,600,0,2,1,1
2016/11/9,700,0,1,3,3
2016/11/9,700,0,2,1,1
2016/11/9,800,0,1,3,2
2016/11/9,800,0,2,4,3
2016/11/9,900,0,1,1,1
2016/11/9,900,0,2,2,2
2016/11/9,1000,0,1,2,2
2016/11/9,1100,0,1,1,1
2016/11/9,1100,0,2,4,3
2016/11/9,1200,0,2,5,2
2016/11/9,1300,0,1,1,1
2016/11/9,1300,0,2,2,1
2016/11/9,1400,0,1,1,1
2016/11/9,1400,0,5,2,2
2016/11/9,1500,0,1,6,6
2016/11/9,1500,0,2,3,2
2016/11/9,1500,0,5,1,1
2016/11/9,1600,0,1,23,20
2016/11/9,1600,0,2,20,14
2016/11/9,1600,0,5,1,1
2016/11/9,1700,0,1,5,4
2016/11/9,1700,0,2,7,5
2016/11/9,1800,0,1,4,4
2016/11/9,1800,0,2,2,2
2016/11/9,1900,0,1,1,1
2016/11/9,1900,0,2,4,3
2016/11/9,2000,0,1,1,1
2016/11/9,2000,0,2,1,1
2016/11/9,2000,0,5,1,1
2016/11/9,2100,0,1,1,1
2016/11/9,2100,0,2,7,2
2016/11/9,2200,0,2,1,1
2016/11/9,2300,0,2,2,1
2016/11/10,200,0,1,1,1
2016/11/10,300,0,2,1,1
2016/11/10,600,0,2,1,1
2016/11/10,700,0,1,3,2
2016/11/10,700,0,2,3,3
2016/11/10,700,0,5,3,1
2016/11/10,800,0,1,4,2
2016/11/10,900,0,1,1,1
2016/11/10,900,0,2,3,2
2016/11/10,1000,0,2,2,1
2016/11/10,1100,0,1,4,3
2016/11/10,1200,0,1,3,2
2016/11/10,1300,0,2,8,2
2016/11/10,1400,0,1,1,1
2016/11/10,1400,0,2,1,1
2016/11/10,1500,0,1,5,3
2016/11/10,1500,0,2,1,1
2016/11/10,1600,0,1,9,9
2016/11/10,1600,0,2,13,7
2016/11/10,1600,0,5,1,1
2016/11/10,1700,0,1,1,1
2016/11/10,1700,0,2,7,5
2016/11/10,1800,0,1,2,1
2016/11/10,1800,0,2,4,3
2016/11/10,1900,0,2,2,1
2016/11/10,1900,0,5,1,1
2016/11/10,2000,0,1,1,1
2016/11/10,2000,0,2,1,1
2016/11/10,2100,0,1,1,1
2016/11/10,2100,0,2,1,1
2016/11/10,2100,0,5,2,1
2016/11/10,2200,0,1,3,3
2016/11/10,2200,0,2,7,2
2016/11/10,2300,0,1,1,1
2016/11/10,2300,0,2,1,1
2016/11/11,0,0,1,1,1
2016/11/11,700,0,2,1,1
2016/11/11,700,0,5,1,1
2016/11/11,800,0,1,1,1
2016/11/11,800,0,2,1,1
2016/11/11,800,0,5,1,1
2016/11/11,900,0,2,1,1
2016/11/11,900,0,5,2,1
2016/11/11,1100,0,1,1,1
2016/11/11,1200,0,1,2,1
2016/11/11,1200,0,2,1,1
2016/11/11,1500,0,1,8,4
2016/11/11,1500,0,2,32,13
2016/11/11,1600,0,1,46,5
2016/11/11,1600,0,2,3,3
2016/11/11,1700,0,1,2,1
2016/11/11,1700,0,2,2,1
2016/11/11,1900,0,2,4,1
2016/11/11,2000,0,1,2,1
2016/11/11,2000,0,2,4,3
2016/11/11,2100,0,2,3,3
2016/11/11,2200,0,1,1,1
2016/11/11,2200,0,2,3,3
2016/11/11,2300,0,1,2,2
2016/11/12,0,0,1,1,1
2016/11/12,200,0,1,2,1
2016/11/12,500,0,2,1,1
2016/11/12,500,0,5,1,1
2016/11/12,600,0,1,2,1
2016/11/12,700,0,1,1,1
2016/11/12,800,0,1,2,1
2016/11/12,800,0,2,1,1
2016/11/12,900,0,1,4,3
2016/11/12,900,0,2,3,3
2016/11/12,1000,0,1,13,13
2016/11/12,1000,0,2,6,5
2016/11/12,1000,0,5,4,1
2016/11/12,1100,0,1,2,1
2016/11/12,1100,0,2,2,2
2016/11/12,1100,0,5,1,1
2016/11/12,1200,0,1,2,2
2016/11/12,1200,0,2,4,3
2016/11/12,1400,0,1,1,1
2016/11/12,1500,0,1,1,1
2016/11/12,1500,0,2,1,1
2016/11/12,1600,0,1,1,1
2016/11/12,1700,0,1,4,3
2016/11/12,1700,0,2,5,5
2016/11/12,1700,0,5,1,1
2016/11/12,1800,0,1,2,2
2016/11/12,1800,0,2,2,2
2016/11/12,1900,0,1,5,3
2016/11/12,1900,0,2,2,2
2016/11/12,2000,0,1,2,1
2016/11/12,2000,0,2,2,2
2016/11/12,2100,0,2,1,1
2016/11/12,2200,0,2,1,1
2016/11/12,2300,0,1,1,1
2016/11/12,2300,0,2,1,1
2016/11/13,0,0,1,1,1
2016/11/13,1000,0,2,2,2
2016/11/13,1100,0,2,2,2
2016/11/13,1200,0,1,1,1
2016/11/13,1200,0,2,3,1
2016/11/13,1300,0,2,1,1
2016/11/13,1400,0,1,1,1
2016/11/13,1600,0,1,3,3
2016/11/13,1600,0,2,4,3
2016/11/13,1600,0,5,4,2
2016/11/13,1700,0,1,5,5
2016/11/13,1700,0,2,1,1
2016/11/13,1800,0,1,2,2
2016/11/13,1800,0,2,2,2
2016/11/13,1900,0,1,2,2
2016/11/13,1900,0,5,2,1
2016/11/13,2000,0,1,4,4
2016/11/13,2000,0,2,2,2
2016/11/13,2100,0,1,2,1
2016/11/13,2100,0,2,3,2
2016/11/13,2200,0,1,2,1
2016/11/13,2200,0,2,2,2
2016/11/14,700,0,1,2,1
2016/11/14,800,0,1,4,3
2016/11/14,800,0,2,1,1
2016/11/14,900,0,2,7,5
2016/11/14,1000,0,1,3,2
2016/11/14,1100,0,1,3,2
2016/11/14,1200,0,1,2,2
2016/11/14,1300,0,2,4,1
2016/11/14,1400,0,1,2,2
2016/11/14,1400,0,2,3,1
2016/11/14,1500,0,1,8,7
2016/11/14,1500,0,2,14,7
2016/11/14,1500,0,5,3,2
2016/11/14,1600,0,1,6,4
2016/11/14,1600,0,2,6,6
2016/11/14,1700,0,1,1,1
2016/11/14,1700,0,2,3,2
2016/11/14,1800,0,1,6,1
2016/11/14,1800,0,2,2,2
2016/11/14,1900,0,2,4,4
2016/11/14,2000,0,1,4,4
2016/11/14,2000,0,2,4,4
2016/11/14,2100,0,1,4,2
2016/11/14,2100,0,2,4,4
2016/11/14,2100,0,5,1,1
2016/11/14,2200,0,1,2,2
2016/11/14,2200,0,2,3,3
2016/11/14,2300,0,1,2,2
2016/11/15,200,0,1,1,1
2016/11/15,500,0,1,1,1
2016/11/15,700,0,2,1,1
2016/11/15,800,0,1,4,3
2016/11/15,800,0,2,2,1
2016/11/15,1000,0,1,3,3
2016/11/15,1000,0,2,1,1
2016/11/15,1100,0,1,4,3
2016/11/15,1300,0,2,1,1
2016/11/15,1400,0,2,4,1
2016/11/15,1500,0,1,3,3
2016/11/15,1500,0,2,6,5
2016/11/15,1500,0,5,3,1
2016/11/15,1600,0,1,5,4
2016/11/15,1600,0,2,11,7
2016/11/15,1700,0,1,1,1
2016/11/15,1700,0,2,5,3
2016/11/15,1800,0,1,2,2
2016/11/15,1800,0,2,3,2
2016/11/15,1900,0,1,2,2
2016/11/15,2000,0,1,1,1
2016/11/15,2100,0,2,2,2
2016/11/15,2200,0,1,6,3
2016/11/15,2200,0,2,3,3
2016/11/15,2300,0,1,1,1
2016/11/15,2300,0,2,7,5
2016/11/15,2300,0,5,1,1
2016/11/16,0,0,1,2,2
2016/11/16,400,0,2,1,1
2016/11/16,600,0,2,1,1
2016/11/16,800,0,1,2,1
2016/11/16,800,0,2,2,1
2016/11/16,900,0,1,5,4
2016/11/16,900,0,2,15,6
2016/11/16,1000,0,1,1,1
2016/11/16,1100,0,2,1,1
2016/11/16,1200,0,2,2,2
2016/11/16,1200,0,5,1,1
2016/11/16,1300,0,2,1,1
2016/11/16,1500,0,1,7,3
2016/11/16,1500,0,2,5,4
2016/11/16,1500,0,5,3,1
2016/11/16,1600,0,1,5,4
2016/11/16,1600,0,2,3,2
2016/11/16,1600,0,5,1,1
2016/11/16,1700,0,1,3,3
2016/11/16,1700,0,2,3,2
2016/11/16,1800,0,2,1,1
2016/11/16,1900,0,1,2,2
2016/11/16,1900,0,2,1,1
2016/11/16,2000,0,1,2,2
2016/11/16,2000,0,2,1,1
2016/11/16,2100,0,1,5,3
2016/11/16,2100,0,2,4,4
2016/11/16,2200,0,2,1,1
2016/11/16,2300,0,2,2,1
2016/11/17,0,0,1,1,1
2016/11/17,0,0,2,2,2
2016/11/17,100,0,1,2,1
2016/11/17,700,0,1,1,1
2016/11/17,800,0,1,1,1
2016/11/17,800,0,2,6,2
2016/11/17,900,0,1,2,2
2016/11/17,1000,0,1,3,1
2016/11/17,1000,0,2,4,3
2016/11/17,1100,0,1,3,2
2016/11/17,1100,0,2,4,3
2016/11/17,1200,0,1,1,1
2016/11/17,1200,0,2,1,1
2016/11/17,1400,0,2,3,1
2016/11/17,1500,0,1,14,10
2016/11/17,1500,0,2,9,6
2016/11/17,1500,0,5,2,2
