"ref_date","user_source","int_page_read_user","int_page_read_count","ori_page_read_user","ori_page_read_count","share_user","share_count","add_to_fav_user","add_to_fav_count"
"2017-12-20",5,56,1355,0,0,0,0,0,0
"2017-12-21",0,611,1039,7,7,86,130,10,10
"2017-12-21",1,146,171,0,0,0,0,0,0
"2017-12-21",2,521,547,0,0,0,0,0,0
"2017-12-21",5,58,1271,0,0,0,0,0,0
"2017-12-22",0,616,979,5,7,67,81,12,16
"2017-12-22",1,90,107,0,0,0,0,0,0
"2017-12-22",2,341,370,0,0,0,0,0,0
"2017-12-22",5,43,1034,0,0,0,0,0,0
"2017-12-23",0,702,1222,2,3,73,94,18,32
"2017-12-23",1,112,128,0,0,0,0,0,0
"2017-12-23",2,734,788,0,0,0,0,0,0
"2017-12-23",5,60,949,0,0,0,0,0,0
"2017-12-24",0,798,1327,2,2,64,71,17,18
"2017-12-24",1,105,124,0,0,0,0,0,0
"2017-12-24",2,442,466,0,0,0,0,0,0
"2017-12-24",5,57,1153,0,0,0,0,0,0
"2017-12-25",0,717,1199,2,2,87,96,7,8
"2017-12-25",1,92,107,0,0,0,0,0,0
"2017-12-25",2,246,278,0,0,0,0,0,0
"2017-12-25",5,53,1142,0,0,0,0,0,0
"2017-12-26",0,791,1306,4,5,154,192,26,26
"2017-12-26",1,136,166,0,0,0,0,0,0
"2017-12-26",2,439,494,0,0,0,0,0,0
"2017-12-26",5,78,1314,0,0,0,0,0,0
"2017-12-27",0,580,997,3,5,81,116,25,26
"2017-12-27",1,235,273,0,0,0,0,0,0
"2017-12-27",2,495,527,0,0,0,0,0,0
"2017-12-27",5,59,1694,0,0,0,0,0,0
"2017-12-28",0,700,1288,3,3,86,134,15,20
"2017-12-28",1,305,345,0,0,0,0,0,0
"2017-12-28",2,375,429,0,0,0,0,0,0
"2017-12-28",5,73,1763,0,0,0,0,0,0
"2017-12-29",0,638,1234,6,6,82,113,15,17
"2017-12-29",1,260,333,0,0,0,0,0,0
"2017-12-29",2,530,572,0,0,0,0,0,0
"2017-12-29",5,46,1435,0,0,0,0,0,0
"2017-12-30",0,460,899,3,3,62,71,12,16
"2017-12-30",1,113,136,0,0,0,0,0,0
"2017-12-30",2,303,343,0,0,0,0,0,0
"2017-12-30",5,48,758,0,0,0,0,0,0
"2017-12-31",0,422,617,1,1,51,69,12,13
"2017-12-31",1,93,108,0,0,0,0,0,0
"2017-12-31",2,295,343,0,0,0,0,0,0
"2017-12-31",5,40,748,0,0,0,0,0,0
"2018-01-01",0,339,540,3,3,49,68,17,23
"2018-01-01",1,66,82,0,0,0,0,0,0
"2018-01-01",2,187,201,0,0,0,0,0,0
"2018-01-01",5,44,882,0,0,0,0,0,0
"2018-01-02",0,603,949,0,0,73,100,18,20
"2018-01-02",1,156,179,0,0,0,0,0,0
"2018-01-02",2,317,371,0,0,0,0,0,0
"2018-01-02",5,64,971,0,0,0,0,0,0
"2018-01-03",0,575,889,0,0,80,107,7,7
"2018-01-03",1,210,251,0,0,0,0,0,0
"2018-01-03",2,412,467,0,0,0,0,0,0
"2018-01-03",5,70,994,0,0,0,0,0,0
"2018-01-04",0,515,839,1,1,49,76,8,9
"2018-01-04",1,126,161,0,0,0,0,0,0
"2018-01-04",2,298,331,0,0,0,0,0,0
"2018-01-04",5,56,1222,0,0,0,0,0,0
"2018-01-05",0,576,921,0,0,55,91,10,10
"2018-01-05",1,166,195,0,0,0,0,0,0
"2018-01-05",2,228,253,0,0,0,0,0,0
"2018-01-05",5,52,1188,0,0,0,0,0,0
"2018-01-06",0,414,678,2,2,41,60,12,16
"2018-01-06",1,100,116,0,0,0,0,0,0
"2018-01-06",2,237,266,0,0,0,0,0,0
"2018-01-06",5,49,1263,0,0,0,0,0,0
"2018-01-07",0,656,944,0,0,171,213,64,71
"2018-01-07",1,338,373,0,0,0,0,0,0
"2018-01-07",2,1230,1351,0,0,0,0,0,0
"2018-01-07",5,108,1489,0,0,0,0,0,0
"2018-01-08",0,505,890,0,0,82,135,17,19
"2018-01-08",1,291,343,0,0,0,0,0,0
"2018-01-08",2,692,747,0,0,0,0,0,0
"2018-01-08",5,86,1132,0,0,0,0,0,0
"2018-01-09",0,564,903,0,0,76,86,14,16
"2018-01-09",1,176,205,0,0,0,0,0,0
"2018-01-09",2,373,406,0,0,0,0,0,0
"2018-01-09",5,58,1197,0,0,0,0,0,0
"2018-01-10",0,610,892,0,0,57,78,9,11
"2018-01-10",1,145,167,0,0,0,0,0,0
"2018-01-10",2,300,323,0,0,0,0,0,0
"2018-01-10",5,61,1034,0,0,0,0,0,0
"2018-01-11",0,668,1035,0,0,158,206,9,10
"2018-01-11",1,183,215,0,0,0,0,0,0
"2018-01-11",2,1126,1207,0,0,0,0,0,0
"2018-01-11",5,69,952,0,0,0,0,0,0
"2018-01-12",0,615,918,1,1,95,127,9,11
"2018-01-12",1,133,161,0,0,0,0,0,0
"2018-01-12",2,426,463,0,0,0,0,0,0
"2018-01-12",5,82,1258,0,0,0,0,0,0
"2018-01-13",0,634,943,0,0,160,186,62,64
"2018-01-13",1,158,188,0,0,0,0,0,0
"2018-01-13",2,1105,1204,0,0,0,0,0,0
"2018-01-13",5,59,9015,0,0,0,0,0,0
"2018-01-14",0,599,854,0,0,89,107,24,24
"2018-01-14",1,101,114,0,0,0,0,0,0
"2018-01-14",2,714,754,0,0,0,0,0,0
"2018-01-14",5,116,1579,0,0,0,0,0,0
"2018-01-15",0,560,893,0,0,88,126,19,19
"2018-01-15",1,207,256,0,0,0,0,0,0
"2018-01-15",2,597,660,0,0,0,0,0,0
"2018-01-15",4,1,1,0,0,0,0,0,0
"2018-01-15",5,119,1782,0,0,0,0,0,0
"2018-01-16",0,627,953,0,0,76,101,12,15
"2018-01-16",1,120,144,0,0,0,0,0,0
"2018-01-16",2,426,468,0,0,0,0,0,0
"2018-01-16",5,84,1163,0,0,0,0,0,0
"2018-01-17",0,536,855,1,1,43,61,3,5
"2018-01-17",1,100,124,0,0,0,0,0,0
"2018-01-17",2,200,220,0,0,0,0,0,0
"2018-01-17",5,41,1197,0,0,0,0,0,0
"2018-01-18",0,658,1017,0,0,71,91,6,7
"2018-01-18",1,176,216,0,0,0,0,0,0
"2018-01-18",2,262,291,0,0,0,0,0,0
"2018-01-18",4,1,1,0,0,0,0,0,0
"2018-01-18",5,63,1192,0,0,0,0,0,0
"2018-01-19",0,560,870,0,0,84,105,24,26
"2018-01-19",1,195,267,0,0,0,0,0,0
"2018-01-19",2,382,412,0,0,0,0,0,0
"2018-01-19",5,79,967,0,0,0,0,0,0
"2018-01-20",0,602,952,0,0,72,93,32,36
"2018-01-20",1,172,201,0,0,0,0,0,0
"2018-01-20",2,380,406,0,0,0,0,0,0
"2018-01-20",5,51,1198,0,0,0,0,0,0
"2018-01-21",0,509,794,0,0,50,65,23,38
"2018-01-21",1,122,157,0,0,0,0,0,0
"2018-01-21",2,334,366,0,0,0,0,0,0
"2018-01-21",5,72,1113,0,0,0,0,0,0
"2018-01-22",0,769,1201,0,0,102,141,35,36
"2018-01-22",1,413,478,0,0,0,0,0,0
"2018-01-22",2,698,763,0,0,0,0,0,0
"2018-01-22",4,1,1,0,0,0,0,0,0
"2018-01-22",5,73,1094,0,0,0,0,0,0
"2018-01-23",0,638,1066,1,1,65,97,18,19
"2018-01-23",1,224,290,0,0,0,0,0,0
"2018-01-23",2,464,518,0,0,0,0,0,0
"2018-01-23",4,1,3,0,0,0,0,0,0
"2018-01-23",5,104,1170,0,0,0,0,0,0
"2018-01-24",0,617,1046,1,1,39,72,3,8
"2018-01-24",1,211,246,0,0,0,0,0,0
"2018-01-24",2,181,208,0,0,0,0,0,0
"2018-01-24",4,1,2,0,0,0,0,0,0
"2018-01-24",5,96,1117,0,0,0,0,0,0
"2018-01-25",0,651,1124,0,0,80,113,25,36
"2018-01-25",1,135,177,0,0,0,0,0,0
"2018-01-25",2,323,363,0,0,0,0,0,0
"2018-01-25",4,1,2,0,0,0,0,0,0
"2018-01-25",5,118,893,0,0,0,0,0,0
"2018-01-26",0,534,920,1,1,69,108,16,16
"2018-01-26",1,182,229,0,0,0,0,0,0
"2018-01-26",2,245,272,0,0,0,0,0,0
"2018-01-26",5,72,771,0,0,0,0,0,0
"2018-01-27",0,447,699,0,0,90,108,20,20
"2018-01-27",1,223,255,0,0,0,0,0,0
"2018-01-27",2,643,707,0,0,0,0,0,0
"2018-01-27",5,157,821,0,0,0,0,0,0
"2018-01-28",0,416,638,0,0,64,77,19,19
"2018-01-28",1,280,314,0,0,0,0,0,0
"2018-01-28",2,386,431,0,0,0,0,0,0
"2018-01-28",5,90,929,0,0,0,0,0,0
"2018-01-29",0,722,1136,0,0,110,146,20,23
"2018-01-29",1,240,293,0,0,0,0,0,0
"2018-01-29",2,588,640,0,0,0,0,0,0
"2018-01-29",5,87,930,0,0,0,0,0,0
"2018-01-30",0,635,1100,0,0,78,102,12,12
"2018-01-30",1,126,184,0,0,0,0,0,0
"2018-01-30",2,339,370,0,0,0,0,0,0
"2018-01-30",5,69,1019,0,0,0,0,0,0
"2018-01-31",0,678,1091,0,0,100,122,18,21
"2018-01-31",1,199,256,0,0,0,0,0,0
"2018-01-31",2,597,653,0,0,0,0,0,0
"2018-01-31",5,73,863,0,0,0,0,0,0
"2018-02-01",0,620,973,0,0,84,103,14,14
"2018-02-01",1,198,223,0,0,0,0,0,0
"2018-02-01",2,607,686,0,0,0,0,0,0
"2018-02-01",5,113,883,0,0,0,0,0,0
"2018-02-02",0,484,806,0,0,53,60,10,13
"2018-02-02",1,168,211,0,0,0,0,0,0
"2018-02-02",2,247,264,0,0,0,0,0,0
"2018-02-02",4,1,1,0,0,0,0,0,0
"2018-02-02",5,81,736,0,0,0,0,0,0
"2018-02-03",0,464,683,1,1,59,70,8,8
"2018-02-03",1,68,76,0,0,0,0,0,0
"2018-02-03",2,311,338,0,0,0,0,0,0
"2018-02-03",5,47,888,0,0,0,0,0,0
"2018-02-04",0,410,601,0,0,64,89,27,31
"2018-02-04",1,70,96,0,0,0,0,0,0
"2018-02-04",2,336,367,0,0,0,0,0,0
"2018-02-04",5,55,714,0,0,0,0,0,0
"2018-02-05",0,549,865,0,0,92,130,27,33
"2018-02-05",1,136,151,0,0,0,0,0,0
"2018-02-05",2,699,803,0,0,0,0,0,0
"2018-02-05",5,56,1016,0,0,0,0,0,0
"2018-02-06",0,553,862,0,0,65,92,12,14
"2018-02-06",1,81,87,0,0,0,0,0,0
"2018-02-06",2,373,406,0,0,0,0,0,0
"2018-02-06",4,1,1,0,0,0,0,0,0
"2018-02-06",5,62,988,0,0,0,0,0,0
"2018-02-07",0,673,1059,0,0,122,171,28,32
"2018-02-07",1,290,366,0,0,0,0,0,0
"2018-02-07",2,646,732,0,0,0,0,0,0
"2018-02-07",4,1,5,0,0,0,0,0,0
"2018-02-07",5,65,1032,0,0,0,0,0,0
"2018-02-08",0,773,1142,0,0,121,157,29,30
"2018-02-08",1,405,487,0,0,0,0,0,0
"2018-02-08",2,967,1085,0,0,0,0,0,0
"2018-02-08",4,1,1,0,0,0,0,0,0
"2018-02-08",5,94,1241,0,0,0,0,0,0
"2018-02-09",0,617,992,0,0,100,123,15,18
"2018-02-09",1,277,327,0,0,0,0,0,0
"2018-02-09",2,874,986,0,0,0,0,0,0
"2018-02-09",4,1,1,0,0,0,0,0,0
"2018-02-09",5,76,1512,0,0,0,0,0,0
"2018-02-10",0,670,1043,1,1,62,83,15,21
"2018-02-10",1,133,150,0,0,0,0,0,0
"2018-02-10",2,351,389,0,0,0,0,0,0
"2018-02-10",4,1,2,0,0,0,0,0,0
"2018-02-10",5,65,918,0,0,0,0,0,0
"2018-02-11",0,480,697,0,0,74,97,16,18
"2018-02-11",1,140,165,0,0,0,0,0,0
"2018-02-11",2,422,486,0,0,0,0,0,0
"2018-02-11",5,58,769,0,0,0,0,0,0
"2018-02-12",0,477,721,0,0,74,118,18,26
"2018-02-12",1,157,190,0,0,0,0,0,0
"2018-02-12",2,370,433,0,0,0,0,0,0
"2018-02-12",5,66,3790,0,0,0,0,0,0
"2018-02-13",0,373,548,1,3,42,55,20,22
"2018-02-13",1,77,102,0,0,0,0,0,0
"2018-02-13",2,207,242,0,0,0,0,0,0
"2018-02-13",4,1,3,0,0,0,0,0,0
"2018-02-13",5,43,712,0,0,0,0,0,0
"2018-02-14",0,256,348,0,0,23,39,9,14
"2018-02-14",1,70,80,0,0,0,0,0,0
"2018-02-14",2,126,142,0,0,0,0,0,0
"2018-02-14",5,29,381,0,0,0,0,0,0
"2018-02-15",0,126,183,0,0,6,10,1,1
"2018-02-15",1,17,19,0,0,0,0,0,0
"2018-02-15",2,80,86,0,0,0,0,0,0
"2018-02-15",4,1,1,0,0,0,0,0,0
"2018-02-15",5,29,252,0,0,0,0,0,0
"2018-02-16",0,270,345,0,0,22,25,11,13
"2018-02-16",1,12,17,0,0,0,0,0,0
"2018-02-16",2,88,97,0,0,0,0,0,0
"2018-02-16",4,1,2,0,0,0,0,0,0
"2018-02-16",5,30,611,0,0,0,0,0,0
"2018-02-17",0,371,486,0,0,55,75,28,32
"2018-02-17",1,82,91,0,0,0,0,0,0
"2018-02-17",2,202,240,0,0,0,0,0,0
"2018-02-17",5,36,746,0,0,0,0,0,0
"2018-02-18",0,380,482,0,0,73,100,43,46
"2018-02-18",1,99,135,0,0,0,0,0,0
"2018-02-18",2,367,396,0,0,0,0,0,0
"2018-02-18",5,50,768,0,0,0,0,0,0
"2018-02-19",0,404,496,1,2,52,68,20,23
"2018-02-19",1,112,127,0,0,0,0,0,0
"2018-02-19",2,312,343,0,0,0,0,0,0
"2018-02-19",4,1,1,0,0,0,0,0,0
"2018-02-19",5,55,475,0,0,0,0,0,0
"2018-02-20",0,421,549,0,0,76,97,25,31
"2018-02-20",1,125,143,0,0,0,0,0,0
"2018-02-20",2,247,280,0,0,0,0,0,0
"2018-02-20",4,1,1,0,0,0,0,0,0
"2018-02-20",5,42,525,0,0,0,0,0,0
"2018-02-21",0,549,761,0,0,50,67,10,11
"2018-02-21",1,116,130,0,0,0,0,0,0
"2018-02-21",2,406,432,0,0,0,0,0,0
"2018-02-21",4,1,2,0,0,0,0,0,0
"2018-02-21",5,67,418,0,0,0,0,0,0
"2018-02-22",0,637,1027,0,0,71,112,29,32
"2018-02-22",1,126,179,0,0,0,0,0,0
"2018-02-22",2,433,474,0,0,0,0,0,0
"2018-02-22",5,61,966,0,0,0,0,0,0
"2018-02-23",0,608,1011,0,0,106,137,26,36
"2018-02-23",1,191,239,0,0,0,0,0,0
"2018-02-23",2,538,602,0,0,0,0,0,0
"2018-02-23",5,61,1442,0,0,0,0,0,0
"2018-02-24",0,557,909,0,0,78,92,16,17
"2018-02-24",1,192,239,0,0,0,0,0,0
"2018-02-24",2,326,372,0,0,0,0,0,0
"2018-02-24",5,74,778,0,0,0,0,0,0
"2018-02-25",0,536,847,0,0,59,67,22,29
"2018-02-25",1,52,65,0,0,0,0,0,0
"2018-02-25",2,325,368,0,0,0,0,0,0
"2018-02-25",5,60,740,0,0,0,0,0,0
"2018-02-26",0,658,1067,1,1,82,117,23,30
"2018-02-26",1,180,221,0,0,0,0,0,0
"2018-02-26",2,522,562,0,0,0,0,0,0
"2018-02-26",5,80,890,0,0,0,0,0,0
"2018-02-27",0,681,1131,0,0,100,117,6,6
"2018-02-27",1,154,197,0,0,0,0,0,0
"2018-02-27",2,443,479,0,0,0,0,0,0
"2018-02-27",5,67,775,0,0,0,0,0,0
"2018-02-28",0,615,1027,0,0,106,128,13,14
"2018-02-28",1,104,137,0,0,0,0,0,0
"2018-02-28",2,845,927,0,0,0,0,0,0
"2018-02-28",4,1,1,0,0,0,0,0,0
"2018-02-28",5,87,674,0,0,0,0,0,0
"2018-03-01",0,688,1012,0,0,92,121,17,18
"2018-03-01",1,149,182,0,0,0,0,0,0
"2018-03-01",2,556,608,0,0,0,0,0,0
"2018-03-01",5,67,667,0,0,0,0,0,0
"2018-03-02",0,419,728,0,0,92,125,23,23
"2018-03-02",1,204,242,0,0,0,0,0,0
"2018-03-02",2,673,770,0,0,0,0,0,0
"2018-03-02",5,63,1163,0,0,0,0,0,0
"2018-03-03",0,490,731,0,0,37,50,11,13
"2018-03-03",1,57,65,0,0,0,0,0,0
"2018-03-03",2,262,288,0,0,0,0,0,0
"2018-03-03",5,57,667,0,0,0,0,0,0
"2018-03-04",0,530,796,0,0,55,81,15,15
"2018-03-04",1,90,130,0,0,0,0,0,0
"2018-03-04",2,420,464,0,0,0,0,0,0
"2018-03-04",5,61,933,0,0,0,0,0,0
"2018-03-05",0,482,755,1,1,56,82,14,17
"2018-03-05",1,98,152,0,0,0,0,0,0
"2018-03-05",2,299,332,0,0,0,0,0,0
"2018-03-05",4,1,1,0,0,0,0,0,0
"2018-03-05",5,227,873,0,0,0,0,0,0
"2018-03-06",0,485,754,1,3,77,93,14,15
"2018-03-06",1,100,130,0,0,0,0,0,0
"2018-03-06",2,453,490,0,0,0,0,0,0
"2018-03-06",5,79,620,0,0,0,0,0,0
"2018-03-06",6,1,1,0,0,0,0,0,0
"2018-03-06",7,36,44,0,0,0,0,0,0
"2018-03-07",0,509,816,0,0,54,63,4,4
"2018-03-07",1,52,66,0,0,0,0,0,0
"2018-03-07",2,379,403,0,0,0,0,0,0
"2018-03-07",5,42,3593,0,0,0,0,0,0
"2018-03-07",6,6,6,0,0,0,0,0,0
"2018-03-07",7,37,40,0,0,0,0,0,0
"2018-03-08",0,461,746,1,5,60,80,12,12
"2018-03-08",1,134,158,0,0,0,0,0,0
"2018-03-08",2,288,334,0,0,0,0,0,0
"2018-03-08",4,1,2,0,0,0,0,0,0
"2018-03-08",5,45,826,0,0,0,0,0,0
"2018-03-08",6,4,4,0,0,0,0,0,0
"2018-03-08",7,40,44,0,0,0,0,0,0
"2018-03-09",0,377,649,0,0,37,45,2,2
"2018-03-09",1,95,114,0,0,0,0,0,0
"2018-03-09",2,140,149,0,0,0,0,0,0
"2018-03-09",5,27,727,0,0,0,0,0,0
"2018-03-09",6,2,2,0,0,0,0,0,0
"2018-03-09",7,32,33,0,0,0,0,0,0
"2018-03-10",0,567,848,0,0,78,102,17,28
"2018-03-10",1,157,182,0,0,0,0,0,0
"2018-03-10",2,281,308,0,0,0,0,0,0
"2018-03-10",5,44,747,0,0,0,0,0,0
"2018-03-10",6,4,4,0,0,0,0,0,0
"2018-03-10",7,37,48,0,0,0,0,0,0
"2018-03-11",0,497,727,1,1,72,87,28,30
"2018-03-11",1,86,106,0,0,0,0,0,0
"2018-03-11",2,421,452,0,0,0,0,0,0
"2018-03-11",5,21,757,0,0,0,0,0,0
"2018-03-11",6,6,7,0,0,0,0,0,0
"2018-03-11",7,34,43,0,0,0,0,0,0
"2018-03-12",0,458,724,0,0,45,52,17,18
"2018-03-12",1,46,66,0,0,0,0,0,0
"2018-03-12",2,258,272,0,0,0,0,0,0
"2018-03-12",5,37,813,0,0,0,0,0,0
"2018-03-12",6,4,6,0,0,0,0,0,0
"2018-03-12",7,39,45,0,0,0,0,0,0
"2018-03-13",0,512,809,1,1,65,88,8,10
"2018-03-13",1,50,76,0,0,0,0,0,0
"2018-03-13",2,469,506,0,0,0,0,0,0
"2018-03-13",5,55,730,0,0,0,0,0,0
"2018-03-13",6,4,4,0,0,0,0,0,0
"2018-03-13",7,40,48,0,0,0,0,0,0
"2018-03-14",0,488,788,1,1,74,89,9,10
"2018-03-14",1,78,106,0,0,0,0,0,0
"2018-03-14",2,675,725,0,0,0,0,0,0
"2018-03-14",5,42,764,0,0,0,0,0,0
"2018-03-14",6,2,2,0,0,0,0,0,0
"2018-03-14",7,42,45,0,0,0,0,0,0
"2018-03-15",0,465,736,0,0,135,169,10,11
"2018-03-15",1,432,553,0,0,0,0,0,0
"2018-03-15",2,933,1048,0,0,0,0,0,0
"2018-03-15",4,1,2,0,0,0,0,0,0
"2018-03-15",5,50,591,0,0,0,0,0,0
"2018-03-15",6,25,27,0,0,0,0,0,0
"2018-03-15",7,38,45,0,0,0,0,0,0
"2018-03-16",0,583,886,1,1,207,267,21,24
"2018-03-16",1,659,840,0,0,0,0,0,0
"2018-03-16",2,1345,1515,0,0,0,0,0,0
"2018-03-16",4,1,2,0,0,0,0,0,0
"2018-03-16",5,58,749,0,0,0,0,0,0
"2018-03-16",6,16,19,0,0,0,0,0,0
"2018-03-16",7,34,44,0,0,0,0,0,0
"2018-03-17",0,372,559,0,0,64,89,21,23
"2018-03-17",1,183,215,0,0,0,0,0,0
"2018-03-17",2,381,429,0,0,0,0,0,0
"2018-03-17",5,29,540,0,0,0,0,0,0
"2018-03-17",6,10,10,0,0,0,0,0,0
"2018-03-17",7,32,42,0,0,0,0,0,0
"2018-03-18",0,418,651,1,2,54,66,16,17
"2018-03-18",1,82,92,0,0,0,0,0,0
"2018-03-18",2,205,221,0,0,0,0,0,0
"2018-03-18",5,22,591,0,0,0,0,0,0
"2018-03-18",6,5,5,0,0,0,0,0,0
"2018-03-18",7,37,49,0,0,0,0,0,0
"2018-03-19",0,505,804,1,1,56,69,22,24
"2018-03-19",1,128,176,0,0,0,0,0,0
"2018-03-19",2,393,420,0,0,0,0,0,0
"2018-03-19",5,32,1020,0,0,0,0,0,0
"2018-03-19",6,3,4,0,0,0,0,0,0
"2018-03-19",7,36,39,0,0,0,0,0,0
"2018-03-20",0,555,984,0,0,82,100,12,23
"2018-03-20",1,140,169,0,0,0,0,0,0
"2018-03-20",2,427,467,0,0,0,0,0,0
"2018-03-20",5,21,626,0,0,0,0,0,0
"2018-03-20",6,4,5,0,0,0,0,0,0
"2018-03-20",7,39,43,0,0,0,0,0,0
"2018-03-21",0,500,791,1,1,46,63,16,17
"2018-03-21",1,83,110,0,0,0,0,0,0
"2018-03-21",2,160,180,0,0,0,0,0,0
"2018-03-21",5,30,620,0,0,0,0,0,0
"2018-03-21",6,5,5,0,0,0,0,0,0
"2018-03-21",7,25,28,0,0,0,0,0,0
"2018-03-22",0,470,752,0,0,30,47,2,2
"2018-03-22",1,54,75,0,0,0,0,0,0
"2018-03-22",2,58,65,0,0,0,0,0,0
"2018-03-22",5,21,624,0,0,0,0,0,0
"2018-03-22",6,3,3,0,0,0,0,0,0
"2018-03-22",7,18,20,0,0,0,0,0,0
"2018-03-23",0,718,1132,0,0,67,98,5,5
"2018-03-23",1,110,146,0,0,0,0,0,0
"2018-03-23",2,577,648,0,0,0,0,0,0
"2018-03-23",5,31,811,0,0,0,0,0,0
"2018-03-23",7,21,23,0,0,0,0,0,0
"2018-03-24",0,531,754,0,0,43,51,6,6
"2018-03-24",1,85,104,0,0,0,0,0,0
"2018-03-24",2,308,337,0,0,0,0,0,0
"2018-03-24",5,19,619,0,0,0,0,0,0
"2018-03-24",6,4,4,0,0,0,0,0,0
"2018-03-24",7,16,18,0,0,0,0,0,0
"2018-03-25",0,643,971,0,0,63,67,18,22
"2018-03-25",1,123,141,0,0,0,0,0,0
"2018-03-25",2,261,270,0,0,0,0,0,0
"2018-03-25",5,23,590,0,0,0,0,0,0
"2018-03-25",6,8,11,0,0,0,0,0,0
"2018-03-25",7,17,20,0,0,0,0,0,0
"2018-03-26",0,637,1010,0,0,38,48,7,9
"2018-03-26",1,64,77,0,0,0,0,0,0
"2018-03-26",2,329,361,0,0,0,0,0,0
"2018-03-26",5,24,604,0,0,0,0,0,0
"2018-03-26",6,5,5,0,0,0,0,0,0
"2018-03-26",7,28,30,0,0,0,0,0,0
"2018-03-27",0,607,974,0,0,46,52,5,5
"2018-03-27",1,60,76,0,0,0,0,0,0
"2018-03-27",2,325,343,0,0,0,0,0,0
"2018-03-27",5,21,713,0,0,0,0,0,0
"2018-03-27",6,51,63,0,0,0,0,0,0
"2018-03-27",7,25,26,0,0,0,0,0,0
"2018-03-28",0,711,1135,0,0,93,120,27,34
"2018-03-28",1,193,240,0,0,0,0,0,0
"2018-03-28",2,324,367,0,0,0,0,0,0
"2018-03-28",5,19,665,0,0,0,0,0,0
"2018-03-28",6,43,45,0,0,0,0,0,0
"2018-03-28",7,22,32,0,0,0,0,0,0
"2018-03-29",0,508,831,0,0,60,74,11,11
"2018-03-29",1,132,180,0,0,0,0,0,0
"2018-03-29",2,216,231,0,0,0,0,0,0
"2018-03-29",5,20,693,0,0,0,0,0,0
"2018-03-29",6,47,52,0,0,0,0,0,0
"2018-03-29",7,17,18,0,0,0,0,0,0
"2018-03-30",0,510,833,0,0,53,69,9,10
"2018-03-30",1,75,93,0,0,0,0,0,0
"2018-03-30",2,311,349,0,0,0,0,0,0
"2018-03-30",5,32,424,0,0,0,0,0,0
"2018-03-30",6,21,23,0,0,0,0,0,0
"2018-03-30",7,21,22,0,0,0,0,0,0
"2018-03-31",0,568,850,0,0,53,66,8,10
"2018-03-31",1,45,55,0,0,0,0,0,0
"2018-03-31",2,251,281,0,0,0,0,0,0
"2018-03-31",5,22,542,0,0,0,0,0,0
