"ref_date","user_source","int_page_read_user","int_page_read_count","ori_page_read_user","ori_page_read_count","share_user","share_count","add_to_fav_user","add_to_fav_count"
"2016-06-16",0,150,280,0,0,37,52,6,6
"2016-06-16",1,63,70,0,0,0,0,0,0
"2016-06-16",2,456,533,0,0,0,0,0,0
"2016-06-16",4,4,15,0,0,0,0,0,0
"2016-06-16",5,9,304,0,0,0,0,0,0
"2016-06-17",0,151,278,1,3,40,66,2,2
"2016-06-17",1,59,79,0,0,0,0,0,0
"2016-06-17",2,273,313,0,0,0,0,0,0
"2016-06-17",4,8,26,0,0,0,0,0,0
"2016-06-17",5,7,345,0,0,0,0,0,0
"2016-06-18",0,98,159,1,2,10,13,5,5
"2016-06-18",1,17,19,0,0,0,0,0,0
"2016-06-18",2,237,266,0,0,0,0,0,0
"2016-06-18",4,2,6,0,0,0,0,0,0
"2016-06-18",5,3,248,0,0,0,0,0,0
"2016-06-19",0,44,62,0,0,5,5,3,3
"2016-06-19",1,13,13,0,0,0,0,0,0
"2016-06-19",2,42,46,0,0,0,0,0,0
"2016-06-19",4,1,6,0,0,0,0,0,0
"2016-06-19",5,5,337,0,0,0,0,0,0
"2016-06-20",0,115,214,1,1,15,31,2,2
"2016-06-20",1,25,34,0,0,0,0,0,0
"2016-06-20",2,74,82,0,0,0,0,0,0
"2016-06-20",4,3,11,0,0,0,0,0,0
"2016-06-20",5,8,295,0,0,0,0,0,0
"2016-06-21",0,179,329,2,2,25,59,2,2
"2016-06-21",1,190,231,0,0,0,0,0,0
"2016-06-21",2,113,139,0,0,0,0,0,0
"2016-06-21",4,5,18,0,0,0,0,0,0
"2016-06-21",5,6,276,0,0,0,0,0,0
"2016-06-22",0,196,386,2,16,32,48,2,2
"2016-06-22",1,111,136,0,0,0,0,0,0
"2016-06-22",2,160,180,0,0,0,0,0,0
"2016-06-22",4,7,16,0,0,0,0,0,0
"2016-06-22",5,9,343,0,0,0,0,0,0
"2016-06-23",0,152,296,1,2,18,40,2,2
"2016-06-23",1,80,89,0,0,0,0,0,0
"2016-06-23",2,138,150,0,0,0,0,0,0
"2016-06-23",4,3,9,0,0,0,0,0,0
"2016-06-23",5,5,344,0,0,0,0,0,0
"2016-06-24",0,133,299,0,0,14,18,1,1
"2016-06-24",1,24,32,0,0,0,0,0,0
"2016-06-24",2,155,181,0,0,0,0,0,0
"2016-06-24",4,3,7,0,0,0,0,0,0
"2016-06-24",5,6,411,0,0,0,0,0,0
"2016-06-25",0,51,105,0,0,3,3,0,0
"2016-06-25",1,5,6,0,0,0,0,0,0
"2016-06-25",2,20,21,0,0,0,0,0,0
"2016-06-25",4,1,1,0,0,0,0,0,0
"2016-06-25",5,2,261,0,0,0,0,0,0
"2016-06-26",0,22,48,0,0,1,1,0,0
"2016-06-26",1,4,4,0,0,0,0,0,0
"2016-06-26",2,11,17,0,0,0,0,0,0
"2016-06-26",5,4,70,0,0,0,0,0,0
"2016-06-27",0,108,207,0,0,14,18,1,1
"2016-06-27",1,12,14,0,0,0,0,0,0
"2016-06-27",2,73,92,0,0,0,0,0,0
"2016-06-27",4,5,52,0,0,0,0,0,0
"2016-06-27",5,5,218,0,0,0,0,0,0
"2016-06-28",0,156,316,41,61,41,66,2,2
"2016-06-28",1,282,515,0,0,0,0,0,0
"2016-06-28",2,239,328,0,0,0,0,0,0
"2016-06-28",4,2,3,0,0,0,0,0,0
"2016-06-28",5,7,399,0,0,0,0,0,0
"2016-06-29",0,246,409,24,33,58,81,11,11
"2016-06-29",1,157,233,0,0,0,0,0,0
"2016-06-29",2,648,755,0,0,0,0,0,0
"2016-06-29",4,6,20,0,0,0,0,0,0
"2016-06-29",5,5,410,0,0,0,0,0,0
"2016-06-30",0,173,330,5,10,58,93,12,12
"2016-06-30",1,110,156,0,0,0,0,0,0
"2016-06-30",2,564,670,0,0,0,0,0,0
"2016-06-30",4,5,29,0,0,0,0,0,0
"2016-06-30",5,11,477,0,0,0,0,0,0
"2016-07-01",0,160,346,12,17,77,115,15,15
"2016-07-01",1,187,237,0,0,0,0,0,0
"2016-07-01",2,522,606,0,0,0,0,0,0
"2016-07-01",4,5,11,0,0,0,0,0,0
"2016-07-01",5,11,458,0,0,0,0,0,0
"2016-07-02",0,114,168,7,9,81,121,12,12
"2016-07-02",1,208,248,0,0,0,0,0,0
"2016-07-02",2,893,1006,0,0,0,0,0,0
"2016-07-02",4,4,22,0,0,0,0,0,0
"2016-07-02",5,8,372,0,0,0,0,0,0
"2016-07-03",0,147,273,1,1,57,93,7,7
"2016-07-03",1,100,134,0,0,0,0,0,0
"2016-07-03",2,530,630,0,0,0,0,0,0
"2016-07-03",4,7,26,0,0,0,0,0,0
"2016-07-03",5,4,166,0,0,0,0,0,0
"2016-07-04",0,149,285,2,3,43,63,3,3
"2016-07-04",1,137,175,0,0,0,0,0,0
"2016-07-04",2,187,228,0,0,0,0,0,0
"2016-07-04",4,5,16,0,0,0,0,0,0
"2016-07-04",5,4,443,0,0,0,0,0,0
"2016-07-05",0,171,383,4,34,47,66,5,6
"2016-07-05",1,124,160,0,0,0,0,0,0
"2016-07-05",2,340,385,0,0,0,0,0,0
"2016-07-05",4,11,35,0,0,0,0,0,0
"2016-07-05",5,9,656,0,0,0,0,0,0
"2016-07-06",0,151,303,8,32,48,71,6,6
"2016-07-06",1,99,133,0,0,0,0,0,0
"2016-07-06",2,574,700,0,0,0,0,0,0
"2016-07-06",4,6,29,0,0,0,0,0,0
"2016-07-06",5,10,553,0,0,0,0,0,0
"2016-07-07",0,147,309,7,10,36,49,7,7
"2016-07-07",1,54,68,0,0,0,0,0,0
"2016-07-07",2,330,390,0,0,0,0,0,0
"2016-07-07",4,13,73,0,0,0,0,0,0
"2016-07-07",5,6,730,0,0,0,0,0,0
"2016-07-08",0,137,268,2,6,17,22,3,4
"2016-07-08",1,80,91,0,0,0,0,0,0
"2016-07-08",2,129,151,0,0,0,0,0,0
"2016-07-08",4,3,16,0,0,0,0,0,0
"2016-07-08",5,9,533,0,0,0,0,0,0
"2016-07-09",0,141,207,1,2,4,4,4,4
"2016-07-09",1,29,38,0,0,0,0,0,0
"2016-07-09",2,113,127,0,0,0,0,0,0
"2016-07-09",4,1,17,0,0,0,0,0,0
"2016-07-09",5,6,455,0,0,0,0,0,0
"2016-07-10",0,166,240,0,0,19,26,2,2
"2016-07-10",1,48,64,0,0,0,0,0,0
"2016-07-10",2,134,147,0,0,0,0,0,0
"2016-07-10",4,2,4,0,0,0,0,0,0
"2016-07-10",5,8,458,0,0,0,0,0,0
"2016-07-11",0,119,204,2,2,28,31,5,6
"2016-07-11",1,24,36,0,0,0,0,0,0
"2016-07-11",2,186,226,0,0,0,0,0,0
"2016-07-11",4,3,11,0,0,0,0,0,0
"2016-07-11",5,9,493,0,0,0,0,0,0
"2016-07-12",0,183,348,4,4,105,135,67,69
"2016-07-12",1,190,232,0,0,0,0,0,0
"2016-07-12",2,840,1039,0,0,0,0,0,0
"2016-07-12",4,4,14,0,0,0,0,0,0
"2016-07-12",5,10,818,0,0,0,0,0,0
"2016-07-13",0,183,345,4,9,128,166,71,71
"2016-07-13",1,160,212,0,0,0,0,0,0
